,K2,K3,K4,K5,K6,K7,K8,K9,K10,K11,K12
51,1,1,2,1,3,6,2,5,3,1,6
52,0,0,1,0,0,1,0,2,2,0,11
53,0,0,1,3,5,1,7,7,4,10,8
54,0,0,0,0,0,4,5,3,2,6,10
55,1,1,2,1,3,6,2,5,3,1,6
56,1,1,2,1,2,6,4,4,8,8,9
57,0,2,3,2,4,0,3,0,0,5,2
58,1,1,1,3,1,2,6,6,7,2,0
59,0,2,3,2,4,0,3,0,0,5,2
60,1,1,2,1,1,2,6,4,7,2,3
61,1,1,2,1,3,6,2,8,1,8,5
62,0,0,0,0,0,4,5,3,6,6,10
63,1,1,2,1,2,6,4,4,8,8,3
64,1,1,2,1,2,6,4,5,8,8,9
65,1,0,1,3,5,1,7,7,4,4,8
66,1,1,2,1,2,6,4,5,8,8,9
67,1,1,2,1,3,5,6,4,7,2,0
68,0,2,3,0,0,0,0,2,9,0,7
69,1,1,2,1,3,6,2,5,3,1,6
70,1,1,2,4,3,5,2,5,3,1,6
71,1,1,2,4,1,3,5,8,1,2,3
72,1,0,1,3,1,2,6,6,7,4,0
73,1,1,2,1,3,6,2,5,3,1,5
74,1,1,2,1,3,5,6,4,7,7,0
75,0,2,3,0,0,0,0,2,9,0,11
76,1,0,1,3,1,3,1,8,1,9,1
77,0,0,1,3,5,1,7,6,4,10,8
78,1,1,2,1,3,3,6,8,1,8,5
79,0,0,1,3,0,1,5,3,2,10,11
80,1,0,1,3,1,2,6,6,7,2,3
81,0,0,1,3,0,1,5,3,2,10,11
82,0,2,3,2,4,0,0,2,9,0,7
83,1,0,1,3,1,2,6,6,1,4,8
84,1,1,2,1,2,6,4,5,8,3,9
85,0,2,3,2,4,0,3,0,0,5,2
86,0,0,1,0,0,1,0,3,2,10,11
87,0,0,0,3,5,1,1,7,6,9,8
88,1,1,2,1,2,6,4,5,8,1,6
89,1,1,2,1,2,6,4,5,8,3,9
90,1,1,2,1,3,6,2,1,3,1,5
91,0,2,3,2,4,0,3,0,0,5,2
92,1,1,2,1,3,6,2,1,5,7,4
93,0,2,3,2,4,0,3,0,0,5,2
94,0,0,1,3,5,3,1,8,1,9,1
95,0,2,3,2,4,0,3,0,0,5,2
96,0,0,1,3,1,4,5,3,2,10,11
97,0,2,3,0,0,0,0,2,9,0,7
98,1,1,2,1,2,6,4,4,8,3,3
99,1,1,2,1,2,6,4,5,8,8,9
100,1,1,2,1,3,6,2,1,1,8,5
101,0,2,3,0,0,4,0,2,2,0,11
102,0,2,3,2,4,0,0,2,9,0,7
103,0,2,3,2,4,0,3,0,9,5,7
104,1,1,2,1,2,6,4,5,8,3,9
105,0,0,1,0,5,1,7,7,4,10,8
106,0,2,3,2,4,0,3,0,9,5,7
107,1,1,2,1,3,5,2,1,5,7,4
108,0,2,3,0,5,1,0,2,9,0,7
109,1,1,1,4,1,5,5,4,2,7,0
110,1,1,2,1,2,6,4,4,8,8,9
111,0,2,3,0,4,0,0,2,9,0,7
112,1,0,1,3,1,3,5,8,1,2,3
113,1,1,2,1,2,6,2,5,8,1,6
114,0,0,0,3,5,4,5,3,2,6,10
115,0,0,0,3,5,4,5,8,6,6,1
116,1,0,1,3,1,2,7,6,7,10,8
117,1,0,1,4,1,5,5,3,1,10,5
118,1,0,1,4,1,2,5,3,2,2,3
119,1,1,1,3,1,2,6,4,7,2,3
120,1,1,2,1,3,6,2,1,5,7,4
121,1,1,2,1,3,2,6,6,7,2,3
122,1,1,2,1,2,6,4,5,3,3,6
123,1,0,1,3,1,5,6,6,7,2,3
124,1,0,1,3,1,3,6,8,1,4,1
125,0,2,3,2,4,0,0,2,9,0,7
126,1,0,1,3,1,2,6,6,4,4,8
127,0,0,1,3,1,1,5,3,6,2,1
128,0,2,3,2,4,0,3,0,0,5,2
129,0,2,3,2,4,0,3,0,0,5,11
130,0,2,3,2,4,0,3,0,0,5,2
131,1,1,2,1,2,6,4,5,8,3,9
132,1,0,1,3,1,3,6,4,1,9,3
133,1,0,1,4,1,3,5,8,1,10,1
134,1,1,2,1,3,2,6,1,5,7,5
135,1,1,2,1,3,2,6,1,5,7,5
136,0,2,3,0,4,0,0,2,9,0,7
137,1,1,2,1,2,6,4,5,8,8,9
138,1,1,2,1,2,6,2,5,3,1,6
139,1,1,2,1,2,6,2,5,3,1,6
140,1,1,2,1,2,6,4,4,8,8,3
141,1,1,2,1,3,6,2,5,3,1,5
142,1,0,0,3,1,3,1,8,6,9,1
143,1,0,1,3,1,3,1,8,1,9,1
144,1,1,2,1,2,6,4,5,8,3,9
145,0,0,0,4,0,4,5,3,2,6,11
146,1,1,2,1,2,6,4,5,8,3,9
147,0,0,1,3,1,4,5,3,2,10,11
148,1,1,2,1,3,6,2,5,3,8,5
149,1,1,1,4,1,5,6,4,7,2,3
150,1,1,2,1,3,6,2,5,3,1,6
151,1,0,0,3,5,3,1,8,1,9,1
152,0,0,1,3,5,1,7,7,4,10,8
153,1,1,2,1,1,2,6,4,7,2,3
154,0,0,0,2,5,4,3,0,6,6,10
155,1,1,2,1,3,2,6,6,5,2,0
156,1,1,2,1,3,5,2,4,8,7,0
157,1,0,1,3,1,1,6,6,4,4,8
158,1,1,2,3,1,5,6,4,7,2,3
159,1,0,1,3,5,1,7,7,4,10,8
160,1,1,2,1,2,5,2,4,7,1,0
161,1,1,2,1,3,5,6,6,7,7,0
162,1,1,2,1,2,6,4,4,8,8,9
163,1,1,2,1,3,3,2,1,1,8,5
164,0,2,3,0,0,0,0,2,9,0,7
165,1,0,1,3,1,4,5,3,1,10,1
166,1,1,2,1,1,3,2,8,1,8,5
167,0,2,3,2,4,0,3,0,0,5,2
168,1,0,1,3,1,3,6,6,1,2,8
169,1,1,2,1,2,6,4,4,8,8,3
170,1,1,2,1,3,5,2,4,3,1,5
171,0,0,0,3,5,3,1,7,4,9,1
172,1,1,2,1,2,6,2,5,3,1,6
173,0,0,1,4,5,1,5,3,2,10,11
174,1,1,2,1,3,2,6,1,5,7,0
175,0,0,1,3,5,1,7,6,4,4,8
176,0,0,1,3,5,1,0,3,6,0,1
177,1,1,2,1,1,5,6,4,7,7,0
178,0,0,0,3,5,3,1,7,6,9,1
179,1,1,2,1,2,6,2,5,3,1,6
180,0,2,3,2,4,0,3,0,9,0,7
181,1,1,2,1,2,6,4,4,8,8,3
182,0,2,3,2,4,0,3,0,0,5,2
183,1,0,0,3,1,1,1,7,6,4,8
184,1,1,2,1,2,6,4,5,8,3,6
185,1,0,0,3,1,3,1,8,1,9,1
186,0,2,3,2,4,0,3,2,9,0,7
187,1,0,1,3,1,3,1,8,1,9,1
188,0,2,3,2,4,0,3,0,9,0,7
189,0,0,0,0,0,4,5,3,2,6,10
190,1,1,2,4,3,6,2,5,3,3,6
191,0,2,3,2,4,0,3,0,0,5,2
192,1,1,2,1,2,6,2,5,3,1,6
193,1,0,1,3,1,3,1,8,1,2,1
194,0,2,3,2,4,0,3,0,9,0,7
195,1,0,1,3,1,3,5,8,1,9,1
196,0,0,0,2,5,4,1,8,6,6,10
197,0,0,1,0,0,4,5,3,2,10,11
198,1,1,2,1,2,6,4,4,8,8,3
199,1,1,2,1,2,6,4,5,8,8,9
200,0,2,3,0,0,0,0,2,9,0,11
201,1,1,2,1,2,6,2,4,3,3,5
202,1,1,2,1,3,5,6,4,7,2,3
203,1,1,1,1,1,5,6,4,7,2,3
204,1,1,2,1,1,2,6,8,1,2,3
205,1,0,0,3,1,4,5,8,1,2,3
206,0,2,3,0,0,4,5,2,2,0,11
207,0,0,0,0,0,4,5,3,2,6,10
208,1,1,2,4,3,5,6,4,7,2,5
209,1,0,1,3,1,2,6,6,7,9,8
210,1,1,2,1,1,5,6,4,7,8,0
211,1,1,2,1,3,6,2,1,5,7,0
212,1,1,2,1,3,6,2,1,3,1,5
213,1,1,2,1,3,6,2,5,3,1,6
214,1,1,2,1,3,6,2,1,5,7,5
215,1,1,1,3,1,5,6,6,7,2,0
216,1,1,2,1,3,6,2,1,5,7,4
217,1,1,2,1,2,6,4,5,3,1,6
218,1,0,1,3,5,3,1,7,4,4,1
219,1,1,1,3,3,2,6,6,5,4,0
220,1,1,1,4,1,5,6,1,5,4,4
221,1,1,2,1,3,6,2,1,3,8,5
222,1,0,1,4,1,1,5,3,2,10,11
223,0,0,1,0,1,5,0,6,7,10,0
224,1,0,1,3,1,2,6,6,7,2,3
225,0,0,0,4,0,4,5,3,2,6,10
226,1,1,2,1,2,6,4,5,8,8,9
227,1,0,1,3,1,3,1,8,1,2,3
228,1,1,1,1,3,2,6,6,5,7,0
229,0,0,1,3,5,1,7,7,4,10,8
230,1,0,1,3,1,2,6,3,2,2,3
231,0,2,3,0,0,0,0,2,9,0,11
232,0,0,0,3,5,3,1,8,6,6,10
233,1,0,1,3,1,3,1,8,1,9,1
234,1,1,2,1,2,6,4,5,8,8,9
235,1,0,1,3,1,3,1,8,1,9,1
236,1,1,2,1,2,6,4,4,8,8,9
237,0,0,1,3,1,3,5,3,1,10,1
238,1,1,2,1,1,5,5,4,1,8,3
239,1,1,2,1,3,2,6,1,5,4,0
240,0,0,0,0,0,4,0,3,2,6,10
241,1,1,2,1,2,6,2,5,3,1,6
242,1,1,2,1,2,6,2,5,3,3,6
243,0,0,0,0,0,4,1,3,6,6,10
244,0,0,0,3,5,4,5,3,6,6,10
245,1,1,2,1,2,6,4,5,8,8,9
246,1,1,2,1,3,5,6,4,7,7,0
247,0,0,0,0,0,4,0,3,6,6,10
248,1,1,2,1,1,5,6,4,7,8,0
249,0,2,3,0,0,4,0,2,2,0,11
250,1,1,2,1,3,6,2,1,5,7,4
251,0,0,1,0,0,1,0,2,2,0,11
252,1,1,2,1,3,6,2,1,5,7,4
253,1,1,2,1,3,6,2,1,5,7,4
254,0,2,3,2,4,0,3,0,0,5,2
255,0,0,0,4,0,4,5,3,6,6,10
256,0,0,0,0,0,4,0,3,2,6,10
257,0,0,0,3,5,1,1,7,6,9,8
258,0,0,1,3,5,1,7,7,4,10,8
259,1,1,1,1,1,5,6,4,7,7,0
260,1,1,1,1,1,5,6,6,7,2,5
261,1,1,2,1,3,5,2,1,5,8,5
262,1,1,2,1,2,6,4,5,3,8,6
263,1,0,0,4,1,2,6,3,6,2,8
264,1,1,2,1,2,6,4,5,8,8,9
265,1,1,2,1,2,6,2,5,3,1,6
266,0,0,0,0,0,4,0,3,2,6,11
267,1,1,2,1,2,6,4,5,8,8,9
268,1,0,1,3,1,3,5,8,1,10,1
269,0,2,3,0,4,0,0,2,9,0,7
270,1,0,1,3,1,3,1,8,1,4,1
271,1,1,2,1,2,6,4,5,8,3,9
272,1,1,2,1,2,6,2,5,3,1,6
273,1,1,2,1,2,6,4,4,8,3,9
274,1,1,2,1,2,6,4,5,3,1,6
275,1,1,2,1,3,6,2,5,3,1,6
276,1,1,2,1,3,6,2,1,5,7,9
277,1,1,2,1,3,5,2,1,5,7,0
278,1,1,2,1,1,3,4,8,1,8,5
279,1,1,2,1,2,6,4,5,8,8,9
280,1,0,1,4,1,2,5,3,1,10,5
281,0,2,3,2,4,0,3,0,0,5,2
282,1,1,1,3,1,5,6,6,7,7,0
283,1,0,1,3,1,1,6,6,1,2,1
284,0,2,3,2,4,0,3,0,0,5,2
285,0,0,1,3,5,3,1,8,1,9,1
286,1,0,1,3,1,5,6,6,7,2,3
287,1,1,2,1,1,5,6,4,7,2,3
288,1,0,1,3,1,2,6,6,7,10,8
289,0,0,0,0,0,4,5,3,6,6,10
290,0,2,3,2,4,0,3,0,9,5,7
291,0,0,1,3,5,3,1,7,4,9,1
292,1,1,2,4,3,2,6,6,2,2,3
293,0,2,3,2,4,0,0,2,9,0,7
294,0,2,3,0,0,1,0,2,2,0,11
295,1,0,1,3,1,3,1,8,1,9,1
296,1,0,1,3,1,3,1,8,1,9,1
297,1,1,2,1,1,5,6,4,7,2,3
298,1,0,1,3,1,1,5,3,2,10,11
299,1,1,2,1,1,5,6,4,7,7,0
300,0,0,1,0,0,1,0,3,2,2,11
301,1,0,1,4,1,3,5,8,1,10,5
302,0,0,1,0,5,1,7,7,4,0,8
303,0,0,1,3,5,4,5,3,2,10,11
304,1,1,2,1,1,5,6,6,7,2,0
305,1,1,2,1,3,5,6,4,7,7,0
306,1,1,2,1,3,5,2,4,7,7,0
307,0,2,3,0,0,1,0,2,9,0,7
308,1,0,1,4,1,3,5,8,1,10,1
309,1,1,2,1,2,6,4,5,8,8,9
310,0,2,0,2,4,0,3,0,6,6,10
311,0,0,1,3,5,3,1,7,4,9,1
312,0,0,1,3,1,4,5,3,1,6,1
313,0,2,3,2,4,0,3,0,0,5,2
314,0,0,1,0,0,4,0,2,2,0,11
315,0,0,1,3,1,1,7,6,4,10,8
316,0,2,3,2,4,0,3,0,9,5,7
317,0,0,1,3,5,1,7,7,4,4,8
318,1,1,2,1,3,5,6,4,7,7,0
319,0,2,3,0,0,0,0,2,9,0,11
320,1,0,1,3,1,2,6,6,7,2,3
321,0,0,1,3,1,1,5,3,2,10,11
322,1,1,2,1,2,6,4,5,8,8,9
323,0,0,1,0,0,1,0,3,2,10,11
324,0,0,1,3,1,1,1,7,6,2,8
325,0,2,3,2,4,0,3,0,0,5,2
326,0,0,1,3,5,3,1,8,1,9,1
327,0,2,3,2,4,0,3,0,9,5,7
328,0,0,1,3,1,4,5,3,2,10,11
329,0,2,3,2,4,0,0,2,9,0,7
330,1,1,2,1,2,6,4,4,8,3,9
331,0,2,3,2,4,0,0,2,9,0,7
332,0,2,3,2,4,0,3,0,9,5,7
333,0,0,1,3,5,1,7,7,4,10,8
334,0,2,3,0,4,0,0,2,9,0,7
335,1,0,1,3,1,3,1,8,1,9,1
336,1,0,1,3,1,2,6,6,7,2,8
337,1,0,1,4,1,3,5,8,1,10,1
338,1,1,2,1,1,5,6,6,7,2,3
339,1,0,1,3,1,2,6,6,7,4,8
340,1,1,2,1,3,6,2,1,5,7,4
341,1,1,2,1,2,6,4,5,8,8,9
342,1,0,1,3,1,5,6,6,7,2,3
343,0,2,3,2,4,0,3,0,9,0,11
344,0,2,3,0,4,0,0,2,9,0,7
345,1,0,1,3,1,3,1,8,1,9,1
346,0,0,1,3,1,3,5,3,1,10,1
347,1,1,1,3,1,5,6,6,7,4,0
348,1,1,2,1,3,5,6,6,7,7,0
349,0,2,3,0,4,0,0,2,9,0,7
350,1,0,1,3,1,3,1,8,1,9,1
351,1,0,1,3,1,3,6,6,1,2,3
352,1,1,2,1,1,5,6,4,7,7,0
353,0,0,0,3,5,3,1,7,4,9,1
354,0,0,1,4,5,1,5,3,4,10,11
355,1,1,2,1,3,2,6,1,5,7,0
356,1,0,1,3,1,1,7,6,4,4,8
357,1,1,2,1,1,5,6,4,7,7,0
358,1,0,1,3,1,1,7,7,4,4,8
359,1,0,1,3,5,3,1,8,1,9,1
360,0,0,0,3,5,4,5,3,6,6,10
361,0,0,1,0,0,4,5,3,2,10,11
362,1,1,1,3,1,2,6,6,7,4,0
363,1,0,1,3,1,5,6,6,7,10,0
364,1,0,1,3,1,2,6,6,7,2,3
365,0,0,1,3,0,2,6,3,2,2,3
366,1,1,2,1,2,6,4,4,8,8,9
367,1,0,1,3,1,3,1,8,1,9,1
368,0,0,1,3,5,1,5,3,4,10,1
369,0,2,3,0,0,0,0,2,9,0,11
370,0,0,1,3,1,1,5,3,2,10,1
371,0,0,1,3,0,4,5,3,2,10,11
372,1,1,2,1,3,5,6,4,7,7,0
373,1,1,2,1,1,5,6,4,7,2,0
374,1,1,2,1,3,6,2,1,5,8,4
375,0,2,3,2,4,0,3,0,0,5,2
376,0,0,0,4,0,4,5,3,6,6,10
377,0,0,1,3,0,1,5,3,2,2,3
378,0,0,0,3,5,1,1,7,6,9,8
379,0,0,1,3,5,1,7,7,4,10,8
380,1,1,1,1,1,5,6,6,7,7,0
381,1,0,1,4,1,2,5,3,2,10,3
382,0,2,3,2,4,0,3,0,0,5,2
383,1,1,1,3,1,5,6,6,7,7,0
384,1,0,1,3,1,5,6,6,7,2,3
385,0,2,3,2,4,0,3,0,0,5,2
386,0,0,1,3,5,3,1,8,1,9,1
387,1,0,1,3,1,5,6,6,7,2,3
388,1,1,2,1,3,5,6,4,7,2,3
389,1,0,1,3,1,2,6,6,7,2,8
390,0,0,0,0,0,4,5,3,2,6,10
391,0,2,3,2,4,0,3,0,0,5,2
392,0,0,1,3,5,3,1,7,4,9,1
393,1,1,1,4,3,2,6,6,2,2,3
394,0,2,3,2,4,0,3,2,9,0,7
395,0,2,3,0,0,1,0,2,2,0,11
