,K2,K3,K4,K5,K6,K7,K8,K9,K10,K11,K12
53,0,1,0,1,4,2,0,0,4,0,8
54,0,1,0,1,4,6,6,0,5,1,0
55,1,0,2,2,5,4,1,7,9,10,3
56,1,0,2,2,5,4,7,4,9,9,6
57,0,2,1,0,1,5,4,8,2,6,4
58,1,0,3,4,0,3,5,5,8,5,11
59,0,2,1,0,1,5,4,8,2,6,4
60,1,0,3,4,0,3,5,7,3,5,11
61,1,0,2,2,0,1,3,1,9,9,3
62,0,1,0,1,4,6,6,0,5,1,0
63,1,0,3,4,0,1,3,2,8,9,11
64,1,0,2,2,5,4,7,4,9,10,3
65,0,1,0,1,4,2,0,0,4,0,8
66,1,0,2,2,5,4,1,4,9,10,3
67,1,0,3,4,0,3,5,7,8,5,10
68,0,2,1,3,3,0,2,6,6,3,5
69,1,0,2,2,5,4,7,4,3,2,6
70,1,0,3,4,0,3,5,7,3,5,3
71,1,1,3,4,0,1,3,2,3,9,11
72,1,0,3,4,0,3,5,5,1,5,10
73,1,0,2,2,0,3,1,7,9,10,3
74,1,0,3,4,0,3,5,7,3,5,6
75,0,2,1,3,3,0,2,6,6,3,0
76,1,1,0,1,2,1,3,2,0,1,9
77,0,1,0,3,4,2,0,5,4,0,8
78,1,0,3,4,0,1,3,2,3,9,2
79,0,1,3,3,4,2,0,0,4,1,8
80,1,1,3,4,0,3,5,5,4,9,11
81,0,1,3,3,4,2,0,0,4,1,8
82,0,2,1,3,3,0,2,6,6,3,5
83,0,1,0,4,4,2,0,5,4,1,8
84,1,0,2,2,5,4,7,4,3,2,6
85,0,2,1,0,1,5,4,8,2,4,4
86,1,1,3,4,4,2,0,6,1,1,8
87,0,1,0,1,4,2,0,0,4,0,8
88,1,0,2,2,5,4,1,7,9,10,3
89,1,0,2,2,5,4,7,4,3,2,6
90,1,0,2,2,5,4,7,4,3,2,6
91,0,2,1,0,1,5,4,8,2,6,4
92,1,0,2,2,5,4,7,4,7,8,1
93,0,2,1,0,1,5,4,8,2,6,4
94,0,1,0,1,2,6,0,3,0,7,7
95,0,2,1,0,1,5,4,8,2,6,4
96,0,1,0,1,4,2,0,5,4,1,8
97,0,2,1,3,3,0,2,6,6,3,5
98,1,0,3,2,0,3,7,2,3,2,6
99,1,0,2,2,5,4,1,1,9,10,3
100,1,0,2,2,0,1,3,1,9,9,2
101,0,1,0,3,4,0,2,6,6,3,8
102,0,2,1,3,3,0,2,6,6,3,5
103,0,2,1,0,3,5,4,8,2,3,5
104,1,0,2,2,5,4,7,4,3,2,6
105,0,2,1,3,3,6,0,6,6,0,8
106,0,2,1,0,3,5,2,8,2,3,5
107,1,0,2,2,5,3,1,7,7,5,10
108,0,2,1,3,3,0,2,6,6,3,5
109,1,0,3,4,0,3,5,7,7,5,10
110,1,0,3,4,0,1,3,2,8,9,2
111,0,2,1,3,3,2,2,6,6,3,8
112,1,1,3,4,0,1,3,2,4,9,11
113,1,0,2,2,5,4,1,4,9,10,3
114,0,1,0,1,2,6,6,3,0,1,9
115,0,1,0,1,2,6,6,3,0,1,9
116,1,1,3,4,4,3,5,5,4,1,11
117,1,1,3,4,0,3,5,7,8,9,2
118,1,0,3,4,0,3,5,7,1,5,11
119,1,0,3,4,0,3,5,7,1,5,10
120,1,0,2,2,5,4,7,4,7,8,1
121,1,0,2,2,5,3,1,7,1,5,6
122,1,0,2,2,5,4,7,4,3,2,6
123,0,1,3,4,0,3,5,5,8,5,11
124,1,1,3,4,0,1,3,5,8,1,9
125,0,2,1,3,3,0,2,6,6,3,5
126,1,1,0,4,0,1,3,5,4,1,9
127,0,1,0,1,4,2,0,0,4,1,9
128,0,2,1,0,1,5,4,8,2,4,4
129,0,2,1,0,1,5,4,6,6,6,0
130,0,2,1,0,1,5,4,8,2,6,4
131,1,0,2,2,5,4,7,4,9,10,6
132,1,1,3,4,0,1,3,2,8,9,11
133,1,1,3,4,0,1,3,2,0,9,2
134,1,0,3,4,0,3,5,5,3,9,11
135,1,0,3,4,0,3,5,5,8,9,2
136,0,2,1,3,3,0,2,6,6,3,5
137,1,0,2,2,5,4,7,4,9,10,3
138,1,0,2,2,5,4,5,7,9,10,3
139,1,0,2,2,5,4,7,4,3,2,6
140,1,0,3,2,0,3,7,4,3,2,11
141,1,0,2,2,5,4,7,4,9,2,3
142,0,1,0,1,2,6,6,3,5,7,9
143,0,1,0,1,2,1,3,2,0,1,9
144,1,0,2,2,5,4,7,4,9,10,6
145,0,1,0,1,2,6,6,3,0,1,0
146,1,0,2,2,5,4,7,4,9,10,6
147,0,1,3,1,4,2,5,5,8,1,9
148,1,0,2,2,5,4,7,2,3,2,6
149,1,0,3,4,0,1,3,2,8,9,2
150,1,0,2,2,5,4,7,4,3,2,6
151,0,1,0,1,2,6,6,3,5,7,9
152,0,1,0,1,4,2,0,0,4,0,8
153,1,0,3,4,0,3,5,2,8,9,11
154,0,1,0,1,2,6,6,3,5,7,0
155,1,0,3,4,0,3,1,7,1,5,10
156,1,0,2,2,5,4,1,7,9,10,3
157,1,1,3,4,4,2,0,5,4,1,10
158,1,1,3,1,0,1,6,2,8,1,9
159,0,1,0,1,4,2,0,0,4,0,8
160,1,0,2,2,5,3,1,7,9,10,3
161,1,0,3,4,0,3,5,7,8,5,10
162,1,0,2,2,5,1,3,1,9,9,6
163,1,0,2,2,0,1,3,1,9,9,2
164,0,2,1,3,3,0,2,6,6,3,5
165,0,1,0,1,4,2,0,2,4,1,9
166,1,0,2,2,0,1,3,1,9,9,3
167,0,2,1,0,1,5,4,8,2,6,4
168,1,1,3,4,4,2,0,5,4,1,11
169,1,0,2,2,5,4,1,1,1,10,3
170,1,0,2,2,5,4,1,7,9,10,3
171,0,1,0,1,2,6,6,3,5,7,7
172,1,0,2,2,5,4,1,4,9,10,6
173,0,1,3,4,4,2,0,0,4,1,8
174,1,0,2,4,5,3,1,7,7,5,10
175,0,1,0,1,4,2,6,5,4,1,9
176,0,1,0,1,4,2,6,0,4,1,9
177,1,0,3,4,0,3,5,7,8,5,3
178,0,1,0,1,2,6,6,3,0,7,7
179,1,0,2,2,5,4,1,4,9,10,3
180,0,2,1,0,1,5,4,8,2,6,0
181,1,0,2,2,5,4,1,1,1,10,3
182,0,2,1,0,1,5,4,8,2,4,4
183,0,1,0,1,4,2,0,0,4,1,9
184,1,0,2,2,5,4,7,4,3,2,6
185,1,1,0,1,2,1,3,2,0,1,9
186,0,2,1,0,3,5,2,8,2,3,5
187,0,1,0,1,2,1,0,2,4,1,9
188,0,2,1,0,3,5,4,8,2,6,5
189,0,1,0,1,2,6,6,3,5,1,0
190,1,0,2,2,5,4,7,4,3,2,6
191,0,2,1,0,1,5,4,8,2,6,4
192,1,0,2,2,5,4,7,4,9,10,3
193,1,1,0,1,2,1,3,2,0,1,9
194,0,2,1,0,3,5,2,8,2,3,5
195,1,1,0,1,2,1,3,2,0,1,9
196,0,1,0,1,2,6,6,3,0,7,7
197,0,1,0,1,4,2,0,6,0,1,7
198,1,0,3,2,0,1,3,2,1,9,11
199,1,0,2,2,5,4,7,4,3,2,6
200,0,2,1,3,3,0,2,6,6,3,0
201,1,0,2,2,5,4,7,4,3,2,6
202,1,0,3,4,0,3,5,2,3,9,11
203,1,0,3,4,0,3,5,7,8,5,11
204,1,0,3,4,0,1,3,2,3,9,11
205,1,1,3,1,0,1,3,2,0,9,11
206,0,2,1,3,3,0,2,6,6,3,8
207,0,1,0,1,2,6,6,3,0,1,9
208,1,0,3,4,0,3,5,7,3,9,2
209,1,1,3,4,0,1,0,5,4,1,11
210,1,0,3,4,0,1,5,7,8,9,10
211,1,0,2,2,5,4,1,7,7,10,10
212,1,0,2,2,5,4,7,4,9,2,3
213,1,0,2,2,5,4,7,4,3,2,6
214,1,0,2,2,5,4,7,4,3,2,6
215,1,0,3,4,0,3,5,5,8,5,10
216,1,0,2,2,5,4,1,4,7,10,3
217,1,0,2,2,5,4,7,4,3,2,3
218,0,1,0,1,2,6,0,3,5,7,9
219,1,0,3,4,0,1,3,5,4,9,2
220,1,0,3,4,0,3,1,7,1,5,2
221,1,0,2,2,5,4,7,4,9,9,3
222,1,1,3,4,0,3,5,7,8,5,11
223,0,1,3,3,4,2,2,5,8,5,10
224,1,0,3,4,0,3,5,7,1,5,10
225,1,1,0,1,4,6,6,0,4,1,0
226,1,0,2,2,5,4,1,4,9,10,6
227,0,1,3,4,0,1,3,2,8,1,11
228,1,0,3,4,0,3,5,5,3,5,10
229,0,1,0,1,4,2,0,0,4,1,8
230,1,1,3,4,0,3,5,5,4,1,11
231,0,2,1,3,3,0,2,6,6,3,0
232,0,1,0,1,2,6,6,3,5,7,7
233,1,1,0,1,2,1,3,2,1,9,9
234,1,0,2,2,5,1,3,1,9,10,3
235,1,1,0,1,2,1,3,2,0,7,7
236,1,0,3,4,0,1,3,2,8,9,2
237,0,1,0,1,2,1,3,2,0,1,2
238,1,1,3,4,0,1,3,2,8,9,11
239,1,0,2,4,0,3,1,5,7,5,10
240,0,1,0,1,4,6,6,0,5,1,0
241,1,0,2,2,5,4,7,4,9,10,3
242,1,0,2,2,5,4,7,4,3,2,6
243,0,1,0,1,2,6,6,3,5,7,0
244,0,1,0,1,2,6,6,3,5,7,9
245,1,0,2,2,5,4,3,1,9,10,6
246,1,0,3,4,0,3,5,7,8,5,10
247,0,1,0,1,4,6,6,0,5,1,0
248,1,0,3,4,0,3,5,5,8,5,11
249,0,2,1,3,3,0,2,6,6,3,8
250,1,0,2,2,5,4,1,1,7,8,1
251,0,2,1,3,3,0,2,6,6,3,5
252,1,0,2,2,5,4,1,4,7,8,1
253,1,0,2,2,5,4,7,4,7,8,1
254,0,2,1,0,1,5,4,8,2,6,4
255,0,1,0,1,2,6,6,3,0,7,0
256,0,1,0,3,4,0,6,6,6,1,0
257,0,1,0,1,4,6,0,0,4,0,7
258,0,1,0,1,4,2,0,0,4,0,8
259,1,0,3,4,0,3,5,7,8,5,10
260,1,0,3,4,0,3,5,5,8,5,11
261,1,0,2,2,0,1,3,1,9,9,3
262,1,0,2,2,5,4,7,4,3,2,6
263,1,1,0,1,4,1,0,2,4,1,9
264,1,0,2,2,5,4,1,1,9,10,6
265,1,0,2,2,5,4,1,4,9,10,3
266,0,2,0,1,4,2,0,0,6,1,8
267,1,0,2,2,5,4,1,1,9,10,3
268,1,1,0,1,2,1,3,2,0,1,9
269,0,2,1,3,3,0,2,6,6,3,5
270,1,1,0,1,2,1,3,1,1,1,9
271,1,0,2,2,5,4,7,4,9,10,6
272,1,0,2,2,5,4,1,4,9,10,3
273,1,0,2,2,5,4,7,4,9,10,3
274,1,0,2,2,5,4,1,4,9,10,3
275,1,0,2,2,5,4,7,4,3,2,6
276,1,0,2,2,5,4,1,4,7,10,3
277,1,0,2,2,5,3,5,7,7,5,3
278,1,1,3,4,0,1,3,2,8,9,11
279,1,0,2,2,5,4,1,1,9,10,3
280,1,0,3,4,0,1,3,2,1,9,2
281,0,2,1,0,1,5,4,8,2,6,4
282,1,1,3,4,0,3,5,5,8,5,10
283,0,1,0,1,4,2,0,0,4,1,11
284,0,2,1,0,1,5,4,8,2,4,4
285,0,1,0,1,2,6,0,3,0,7,7
286,1,1,3,4,4,3,5,5,8,5,11
287,1,0,3,4,0,3,5,7,3,5,11
288,1,1,3,4,4,3,5,5,8,5,11
289,0,1,0,1,4,6,6,0,5,1,0
290,0,2,1,0,1,5,4,8,2,6,4
291,0,1,0,1,2,6,6,3,0,7,7
292,1,0,3,4,5,3,7,4,3,2,11
293,0,2,1,3,3,0,2,6,6,3,5
294,0,2,1,3,3,0,2,6,6,3,5
295,0,1,0,1,2,1,3,2,0,1,9
296,1,1,0,1,2,1,0,5,4,1,9
297,1,0,3,4,0,3,5,7,8,5,11
298,0,1,3,4,4,2,0,5,4,1,8
299,1,0,3,4,0,3,5,7,8,5,10
300,0,1,3,3,4,2,0,0,4,1,8
301,1,1,3,1,0,1,3,2,0,9,2
302,0,1,0,3,4,2,0,0,4,0,0
303,0,1,0,1,2,2,0,0,0,1,8
304,1,0,3,4,0,3,5,5,8,5,10
305,1,0,3,4,0,3,5,7,7,5,10
306,1,0,3,4,0,3,5,7,8,5,10
307,0,2,1,3,3,0,2,6,6,3,5
308,1,1,0,1,2,1,3,2,0,9,2
309,1,0,2,2,5,4,7,4,9,10,6
310,0,2,1,0,1,6,4,8,2,6,0
311,0,1,0,1,2,6,0,3,0,7,7
312,0,1,0,1,2,1,6,2,0,1,9
313,0,2,1,0,1,5,4,8,2,6,4
314,0,2,1,3,4,0,2,6,6,3,8
315,0,1,3,4,4,2,0,0,4,1,8
316,0,2,1,0,1,5,4,8,2,6,4
317,0,1,0,3,4,2,0,0,4,0,8
318,1,0,3,4,0,3,5,7,8,5,10
319,0,2,1,3,3,0,2,6,6,3,0
320,1,1,3,4,0,3,5,5,8,5,11
321,0,1,0,1,4,2,0,5,4,1,8
322,1,0,2,2,5,4,7,4,9,10,6
323,0,1,0,3,4,2,0,6,4,1,8
324,0,1,0,1,4,2,0,0,4,1,8
325,0,2,1,0,1,5,4,8,2,6,4
326,0,1,0,1,2,6,0,3,0,7,7
327,0,2,1,0,3,5,2,8,2,3,5
328,0,1,0,1,4,2,0,5,4,1,8
329,0,2,1,3,3,0,2,6,6,3,5
330,1,0,2,2,5,4,7,4,3,2,6
331,0,2,1,3,3,0,2,6,6,3,5
332,0,2,1,0,3,5,4,8,2,3,5
333,0,1,0,1,4,2,0,0,4,0,8
334,0,2,1,3,3,0,2,6,6,3,5
335,0,1,0,1,2,1,6,2,0,1,9
336,1,1,3,4,4,3,5,5,4,1,11
337,1,1,3,4,0,1,3,2,0,9,2
338,1,0,3,4,0,3,5,7,1,5,11
339,1,1,3,4,4,2,0,5,1,1,10
340,1,0,2,2,5,4,7,4,7,8,1
341,1,0,2,2,5,4,1,4,9,10,6
342,1,1,3,4,0,3,5,5,8,5,11
343,0,2,1,3,3,0,4,6,6,6,0
344,0,2,1,3,3,0,2,6,6,3,5
345,0,1,0,1,2,1,3,2,0,1,9
346,0,1,0,1,2,1,3,2,0,1,9
347,1,0,3,4,0,3,5,5,8,5,10
348,1,0,3,4,0,3,5,7,8,5,10
349,0,2,1,3,3,0,2,6,6,3,5
350,1,1,0,1,2,1,3,2,0,9,9
351,1,1,3,4,0,1,3,5,4,9,11
352,1,0,3,4,0,3,5,7,8,5,3
353,0,1,0,1,2,6,6,3,5,7,7
354,0,1,0,1,4,2,0,0,4,1,8
355,1,0,3,4,0,3,5,7,7,5,10
356,0,1,0,4,4,2,0,5,4,1,9
357,1,0,3,4,0,3,5,7,8,5,10
358,0,1,0,1,4,2,0,0,4,1,9
359,0,1,0,1,2,1,0,2,0,1,9
360,0,1,0,1,2,6,6,3,0,7,7
361,0,1,0,3,4,2,0,6,6,1,8
362,1,1,3,4,0,3,5,5,8,5,10
363,0,1,3,4,0,3,5,5,8,5,10
364,1,1,3,4,0,3,5,5,4,5,11
365,1,1,3,4,4,2,0,0,4,1,11
366,1,0,2,2,0,3,5,7,9,5,3
367,1,1,0,1,2,1,3,2,0,1,11
368,0,1,0,1,4,2,0,0,4,1,8
369,0,2,1,3,3,0,2,6,6,3,0
370,0,1,0,1,4,2,0,0,4,1,8
371,0,1,0,1,4,2,6,0,4,1,0
372,1,0,3,4,0,3,5,7,8,5,10
373,1,0,3,4,0,3,5,5,8,5,10
374,1,0,2,2,5,4,1,1,9,10,6
375,0,2,1,0,1,5,4,8,2,6,4
376,0,1,0,1,2,6,6,3,0,7,0
377,0,1,3,1,4,2,0,0,4,1,8
378,0,1,0,1,4,6,0,0,4,0,7
379,0,1,0,1,4,2,0,0,4,0,8
380,1,0,3,4,0,3,5,5,8,5,10
381,1,1,3,4,0,1,3,2,4,9,2
382,0,2,1,0,1,5,4,8,2,6,4
383,1,0,3,4,0,3,5,5,8,5,10
384,1,1,3,4,0,1,0,5,4,1,11
385,0,2,1,0,1,5,4,8,2,4,4
386,0,1,0,1,2,6,0,3,0,7,7
387,1,1,3,4,0,3,5,5,8,5,11
388,1,0,3,4,0,3,5,7,8,5,11
389,1,1,3,4,0,3,5,5,4,9,11
390,0,1,0,3,4,0,6,0,6,1,0
391,0,2,1,0,1,5,4,8,2,6,4
392,0,1,0,1,2,6,6,3,0,7,7
393,1,0,3,4,0,3,5,7,3,5,11
394,0,2,1,3,3,0,2,8,6,3,5
395,0,2,1,3,3,0,2,6,6,3,5
