,K2,K3,K4,K5,K6,K7,K8,K9,K10,K11,K12
100,0,1,1,0,2,0,0,3,1,9,10
101,1,2,0,3,4,3,2,5,2,10,1
102,1,2,3,2,1,3,2,5,3,0,6
103,1,2,3,1,1,1,3,1,9,8,2
104,0,1,1,0,2,0,6,6,8,7,3
105,1,0,0,2,5,3,4,2,3,4,5
106,1,2,3,2,1,1,3,1,9,0,6
107,0,1,1,0,0,4,0,3,6,5,10
108,1,2,3,2,1,3,2,5,3,0,6
109,0,1,1,0,5,4,7,8,4,1,8
110,0,1,1,0,2,0,1,6,6,7,10
111,1,2,3,2,5,3,2,5,3,0,6
112,0,0,2,4,3,5,1,7,7,1,0
113,0,1,1,0,2,0,6,6,8,9,3
114,1,0,0,3,4,6,5,7,5,2,1
115,1,0,2,4,3,6,5,7,5,2,1
116,0,0,2,4,5,2,7,0,0,4,5
117,0,0,2,4,3,4,7,8,4,1,8
118,0,0,0,3,5,5,7,0,6,1,8
119,0,1,2,4,5,5,7,0,6,3,8
120,0,1,1,0,2,0,6,3,1,5,10
121,0,1,1,0,2,5,7,0,6,5,8
122,0,1,1,0,2,0,6,3,8,9,3
123,0,0,2,4,3,5,7,0,6,3,9
124,0,0,2,4,0,2,1,7,7,2,0
125,1,2,3,2,1,3,2,5,2,0,6
126,0,0,2,4,5,2,7,0,7,4,0
127,1,0,2,4,5,5,5,4,0,4,8
128,1,2,3,1,1,1,3,1,9,8,2
129,1,2,3,1,4,1,3,1,9,6,2
130,1,2,3,1,1,1,3,1,9,8,2
131,0,1,1,0,2,0,6,6,8,7,3
132,0,0,2,4,3,5,1,7,7,3,0
133,0,0,2,4,3,6,1,7,7,2,0
134,0,1,1,0,0,4,0,3,1,5,10
135,0,1,2,0,0,4,0,3,1,5,9
136,1,2,3,2,1,3,2,5,2,0,6
137,0,1,1,0,2,0,6,6,8,7,3
138,0,1,1,0,2,0,0,6,8,9,3
139,0,1,1,0,2,0,6,3,8,9,3
140,0,1,1,0,2,5,0,6,6,3,3
141,0,1,1,0,2,0,0,3,1,9,10
142,0,0,2,4,3,6,5,7,7,2,4
143,0,0,2,4,3,6,1,7,7,2,0
144,0,1,1,0,2,0,6,6,8,7,3
145,1,0,0,3,4,6,5,4,3,10,1
146,0,1,1,0,2,0,6,6,8,7,3
147,1,0,2,4,5,6,1,7,7,2,1
148,0,1,1,0,2,5,0,3,6,1,3
149,0,1,2,4,3,5,1,4,6,1,8
150,0,1,1,0,2,0,0,3,8,9,3
151,0,0,2,4,3,6,1,7,5,2,7
152,1,0,2,4,5,2,4,2,3,4,5
153,0,1,1,0,2,5,7,0,6,1,8
154,1,0,3,3,4,6,5,2,5,8,11
155,0,1,1,0,0,5,7,0,6,5,8
156,0,1,1,0,2,0,0,8,6,3,10
157,0,0,2,4,0,2,7,0,7,4,9
158,0,1,2,4,3,5,1,6,6,3,0
159,0,0,2,4,0,2,4,2,7,4,7
160,0,1,1,0,2,4,0,8,6,3,3
161,0,1,1,0,0,4,7,8,4,3,9
162,0,1,1,0,2,0,6,6,8,7,10
163,0,1,1,0,2,0,1,3,1,1,10
164,1,2,0,2,1,3,2,5,2,0,6
165,0,0,2,4,5,6,1,7,7,4,0
166,0,1,1,0,3,0,1,7,6,1,10
167,1,2,3,1,1,1,3,1,9,8,2
168,0,0,2,4,3,2,1,0,7,3,0
169,0,1,1,0,2,5,0,6,6,1,8
170,0,1,1,0,2,4,0,3,6,9,10
171,1,0,2,4,3,6,4,2,7,2,7
172,0,1,1,0,2,0,6,3,8,9,3
173,1,0,0,3,5,3,4,4,3,4,5
174,0,1,1,0,0,4,7,8,4,5,9
175,1,0,2,4,5,2,4,2,0,4,5
176,1,0,2,4,5,3,2,2,7,4,5
177,0,1,1,0,0,4,0,8,4,3,9
178,1,0,2,4,3,6,5,2,5,2,7
179,0,1,1,0,2,0,6,6,8,9,3
180,1,2,3,2,1,1,3,5,2,6,6
181,0,1,1,0,2,0,0,6,6,9,3
182,1,2,3,1,1,1,3,1,9,8,2
183,0,0,2,4,5,2,5,7,0,4,0
184,0,1,1,0,2,0,6,6,8,9,3
185,0,0,2,4,3,6,1,7,7,2,0
186,1,2,3,2,1,3,2,5,2,0,6
187,0,0,2,4,3,6,1,7,7,2,0
188,1,2,3,2,1,1,3,5,2,0,6
189,1,0,0,3,4,6,5,4,5,10,11
190,0,1,1,0,2,0,6,3,1,9,3
191,1,2,3,1,1,1,3,1,9,8,2
192,0,1,1,0,2,0,0,6,8,9,3
193,0,0,2,4,3,5,1,7,7,2,0
194,1,2,3,2,1,1,3,5,2,0,6
195,0,0,2,4,3,6,1,7,7,2,0
196,1,0,3,3,4,6,5,7,5,2,11
197,1,0,0,3,4,6,5,4,3,6,1
198,0,1,1,0,3,5,1,6,6,1,0
199,0,1,1,0,2,0,6,6,8,7,3
200,1,2,0,3,4,3,2,5,2,6,5
201,0,1,1,0,2,0,0,6,8,9,3
202,0,1,1,0,2,5,0,0,6,1,8
203,0,1,1,0,2,5,0,0,6,3,8
204,0,1,2,4,3,5,1,0,6,1,8
205,0,0,2,4,3,5,1,7,5,1,1
206,1,2,0,3,4,3,2,5,2,10,1
207,1,0,0,3,4,6,5,7,5,10,1
208,0,1,1,0,2,5,0,0,6,1,8
209,0,0,2,4,3,5,7,0,7,3,9
210,0,1,1,0,0,4,7,8,6,3,9
211,0,1,1,0,2,4,0,3,4,5,10
212,0,1,1,0,2,0,0,3,1,9,10
213,0,1,1,0,2,0,6,3,8,9,3
214,0,1,1,0,2,0,0,3,1,5,10
215,0,1,2,4,0,4,7,8,6,3,9
216,0,1,1,0,2,0,6,3,1,5,10
217,0,1,1,0,2,0,6,6,8,9,3
218,0,0,2,4,0,2,4,7,7,2,7
219,0,1,2,4,0,2,7,0,6,5,9
220,0,1,2,4,0,4,7,8,4,5,8
221,0,1,1,0,2,0,0,3,1,9,10
222,0,0,2,4,5,5,7,0,4,1,8
223,1,0,2,4,0,4,7,8,4,3,9
224,0,0,2,4,5,5,7,0,6,3,8
225,1,0,0,3,4,5,5,4,0,10,11
226,0,1,1,0,2,0,6,6,8,7,3
227,0,0,2,4,3,5,1,7,7,1,0
228,0,1,2,0,0,2,7,0,4,5,8
229,1,0,2,4,5,2,4,2,3,4,5
230,0,0,2,4,5,5,7,0,6,1,8
231,1,2,0,3,4,3,2,5,2,6,5
232,1,0,2,4,3,6,5,7,5,2,11
233,0,0,2,4,3,6,1,7,7,2,0
234,0,1,1,0,2,0,1,6,8,7,3
235,0,0,2,4,3,6,1,7,7,2,0
236,0,1,1,0,2,0,1,6,6,7,9
237,1,0,2,4,3,6,1,7,7,2,0
238,0,1,2,0,3,5,1,7,6,1,0
239,0,1,1,0,0,4,7,8,6,5,10
240,1,0,0,3,4,3,5,2,0,6,5
241,0,1,1,0,2,0,0,6,8,9,3
242,0,1,1,0,2,0,6,3,8,9,3
243,1,0,0,3,4,3,5,2,0,6,11
244,1,0,0,3,4,6,5,2,0,4,11
245,0,1,1,0,2,0,6,6,8,7,3
246,0,1,1,0,0,4,7,8,6,3,9
247,1,0,0,3,4,3,5,4,0,10,11
248,0,1,1,0,0,4,7,8,6,3,9
249,1,2,0,3,4,3,2,5,3,10,1
250,0,1,1,0,2,0,6,3,1,5,10
251,1,0,0,3,5,3,2,5,2,10,1
252,0,1,1,0,2,0,6,3,1,5,10
253,0,1,1,0,2,0,6,3,1,5,10
254,1,2,3,1,1,1,3,1,9,8,2
255,1,0,0,3,4,6,5,4,5,10,11
256,1,0,0,3,4,3,2,4,0,10,11
257,1,0,0,3,5,2,5,4,0,4,4
258,1,0,0,3,5,2,4,2,3,4,5
259,0,1,1,0,0,4,7,8,4,3,9
260,0,1,2,0,0,4,0,8,6,3,9
261,0,1,1,0,2,0,0,3,6,3,10
262,0,1,1,0,2,0,6,6,8,9,3
263,0,0,2,4,5,5,7,4,0,4,8
264,0,1,1,0,2,0,6,6,8,7,3
265,0,1,1,0,2,0,6,3,8,9,3
266,1,0,0,3,4,3,5,4,0,10,1
267,0,1,1,0,2,0,6,6,8,7,10
268,0,0,2,4,3,6,1,7,7,2,0
269,1,2,3,2,1,3,2,5,2,0,6
270,0,0,2,4,0,2,1,7,7,2,0
271,0,1,1,0,2,0,6,6,8,7,3
272,0,1,1,0,2,0,6,3,8,9,3
273,0,1,1,0,2,0,6,6,8,7,3
274,0,1,1,0,2,0,6,6,8,9,3
275,0,1,1,0,2,0,6,3,8,9,3
276,0,1,1,0,2,0,6,3,8,7,10
277,0,1,1,0,2,4,0,8,4,5,9
278,0,1,2,4,3,5,1,7,7,1,0
279,0,1,1,0,2,0,6,6,8,7,3
280,0,0,2,4,3,5,1,4,1,1,8
281,1,2,3,1,1,1,3,1,9,8,2
282,0,1,2,4,0,4,7,8,4,3,9
283,0,0,2,4,5,5,7,0,7,4,0
284,1,2,3,1,1,1,3,1,9,8,2
285,1,0,2,4,3,6,5,2,7,2,7
286,0,0,2,4,3,5,7,0,6,3,9
287,0,1,1,0,2,5,0,0,6,3,8
288,0,0,2,4,0,4,7,8,4,3,9
289,1,0,0,3,4,3,5,4,0,10,11
290,1,2,3,2,1,1,3,1,9,0,6
291,1,0,2,4,3,6,4,2,7,2,7
292,0,1,0,3,5,5,7,0,0,1,8
293,1,2,3,2,1,3,2,5,2,0,6
294,1,2,0,3,4,3,2,5,2,6,5
295,0,0,2,4,3,6,1,7,7,2,0
296,0,0,2,4,3,2,4,7,7,2,7
297,0,1,1,0,2,5,0,0,6,3,9
298,0,0,2,4,5,5,7,0,3,4,1
299,0,1,1,0,0,4,7,8,6,3,9
300,1,0,0,3,5,3,2,4,0,10,1
301,0,0,2,4,3,6,1,7,7,1,0
302,1,0,0,3,5,2,4,2,0,4,5
303,1,0,2,3,4,6,5,7,3,4,1
304,0,1,1,0,0,4,7,8,6,3,9
305,0,1,1,0,0,4,7,8,4,3,9
306,0,1,1,0,2,4,0,8,4,3,9
307,1,2,0,2,5,3,2,5,2,0,5
308,0,0,2,4,3,6,1,7,7,2,0
309,0,1,1,0,2,0,6,6,8,7,3
310,1,2,3,3,4,3,5,2,0,10,4
311,1,0,2,4,3,6,4,7,7,2,7
312,1,0,2,4,3,6,1,7,7,2,1
313,1,2,3,1,1,1,3,1,9,8,2
314,1,0,0,3,4,3,2,5,3,10,1
315,1,0,2,4,5,2,7,0,0,4,5
316,1,2,3,2,1,1,3,1,9,0,6
317,1,0,0,3,5,2,4,2,3,4,5
318,0,1,1,0,0,4,7,8,6,3,9
319,1,2,0,3,4,3,2,5,2,6,5
320,0,0,2,4,5,5,7,0,6,3,8
321,1,0,2,4,5,2,7,7,3,4,1
322,0,1,1,0,2,0,6,6,8,7,3
323,1,0,0,3,5,3,2,4,3,4,5
324,1,0,2,4,5,2,7,0,0,4,0
325,1,2,3,1,1,1,3,1,9,8,2
326,1,0,2,4,3,6,1,7,7,2,7
327,1,2,3,2,1,1,3,1,9,0,6
328,1,0,2,3,5,6,7,7,3,4,1
329,1,2,3,2,1,3,2,5,2,0,6
330,0,1,1,0,2,5,6,6,8,7,3
331,1,2,3,2,1,3,2,5,2,0,6
332,1,2,3,2,1,1,3,1,9,0,6
333,1,0,0,4,5,2,4,2,3,4,5
334,1,2,3,2,1,3,2,5,2,0,6
335,0,0,2,4,3,6,1,7,7,2,0
336,0,0,2,4,5,2,7,0,0,4,5
337,0,0,2,4,3,6,1,7,7,2,0
338,0,1,1,0,2,5,0,0,6,1,8
339,0,0,2,4,5,2,7,0,3,4,8
340,0,1,1,0,2,0,6,3,1,5,10
341,0,1,1,0,2,0,6,6,8,7,3
342,0,0,2,4,3,5,7,0,6,3,9
343,1,2,3,3,4,3,2,5,2,6,2
344,1,2,3,2,1,3,2,5,2,0,6
345,0,0,2,4,3,6,1,7,7,2,0
346,1,0,2,4,3,6,1,7,7,2,1
347,0,1,2,4,0,4,7,8,6,3,9
348,0,1,1,0,0,4,7,8,4,3,9
349,1,2,3,2,1,3,2,5,2,0,6
350,0,0,2,4,3,6,1,7,7,2,0
351,0,0,2,4,3,5,1,0,7,3,0
352,0,1,1,0,2,4,0,8,4,3,9
353,1,0,2,4,3,6,5,2,7,2,7
354,1,0,0,3,5,6,4,4,3,4,5
355,0,1,1,0,0,4,7,8,4,5,9
356,0,0,2,4,0,2,4,0,7,4,9
357,0,1,1,0,2,4,0,8,6,3,9
358,0,0,2,4,0,2,4,0,7,4,0
359,0,0,2,4,3,6,1,7,7,2,7
360,1,0,2,3,4,6,5,7,5,2,11
361,1,0,0,3,4,3,2,5,3,4,1
362,0,1,2,4,0,4,7,8,4,3,9
363,0,0,2,4,0,4,7,8,4,3,9
364,0,0,2,4,5,5,7,0,6,3,8
365,1,0,0,3,5,5,7,4,0,10,8
366,0,1,1,0,2,0,6,6,8,7,3
367,0,0,2,4,3,6,1,7,7,2,0
368,1,0,2,4,5,6,4,2,3,4,0
369,1,2,0,3,4,3,2,5,2,6,5
370,1,0,2,4,3,6,1,7,3,4,0
371,1,0,0,3,4,6,5,2,0,6,1
372,0,1,1,0,0,4,7,8,6,3,9
373,0,1,2,0,0,4,7,8,6,3,9
374,0,1,1,0,2,0,6,3,1,7,10
375,1,2,3,1,1,1,3,1,9,8,2
376,1,0,0,3,4,6,5,4,5,10,11
377,1,0,0,3,5,5,7,4,0,10,1
378,1,0,2,3,5,2,5,2,0,4,4
379,1,0,2,4,5,2,4,2,3,4,5
380,0,1,2,0,0,4,7,8,4,3,9
381,0,0,2,4,5,5,7,4,3,1,8
382,1,2,3,1,1,1,3,1,9,8,6
383,0,1,2,4,0,4,7,8,4,3,9
384,0,0,2,4,3,5,7,0,7,3,0
385,1,2,3,1,1,1,3,1,9,8,2
386,1,0,2,4,3,6,4,2,7,2,7
387,0,0,2,4,3,5,7,0,6,3,9
388,0,1,1,0,2,4,0,8,6,3,9
389,0,0,2,4,0,5,7,0,6,3,9
390,1,0,0,3,4,3,5,4,0,10,11
391,1,2,3,1,1,1,3,1,9,8,6
392,1,0,2,4,3,6,4,2,7,2,7
393,0,1,0,3,5,5,7,0,0,1,8
394,1,2,3,2,1,1,2,5,2,0,6
395,1,2,0,3,4,3,2,5,2,6,5
