,K2,K3,K4,K5,K6,K7,K8,K9,K10,K11,K12
80,1,1,2,1,2,3,4,5,6,7,8
81,0,0,0,0,0,0,1,1,1,2,3
82,1,2,3,4,5,6,7,8,9,10,11
83,1,1,2,1,2,3,4,5,6,7,8
84,1,1,1,2,3,4,5,6,5,6,7
85,1,2,3,4,5,6,7,8,9,10,11
86,1,1,2,1,2,3,4,5,6,7,8
87,0,0,0,0,0,1,2,2,2,3,4
88,1,1,2,1,2,3,4,5,6,7,8
89,1,1,1,2,3,4,5,6,5,6,7
90,1,1,2,1,2,3,4,5,6,7,8
91,1,2,3,4,5,6,7,8,9,10,11
92,1,1,1,2,3,4,5,6,7,8,9
93,1,2,3,4,5,6,7,8,9,10,11
94,1,2,3,4,5,6,7,4,4,5,6
95,1,2,3,4,5,6,7,8,9,10,11
96,0,0,0,0,0,0,1,1,1,2,3
97,1,2,3,4,5,6,7,8,9,10,11
98,1,1,1,2,3,4,5,6,5,0,0
99,1,1,2,1,2,3,4,5,6,7,8
100,1,1,1,2,3,4,5,6,7,8,9
101,1,1,2,1,2,3,4,5,6,7,8
102,1,2,3,4,5,6,7,8,9,10,11
103,1,2,3,4,5,6,7,8,9,10,11
104,1,1,1,2,3,4,5,6,5,6,7
105,0,0,0,0,0,0,1,1,1,2,3
106,1,2,3,4,5,6,7,8,9,10,11
107,1,1,1,2,3,4,5,6,5,6,7
108,0,0,0,0,0,1,2,2,2,3,4
109,0,0,0,0,0,0,1,1,1,2,3
110,1,1,2,3,4,5,6,7,8,9,10
111,0,0,0,0,0,0,1,1,1,2,3
112,1,1,2,1,2,3,4,5,6,7,8
113,1,1,2,1,2,3,4,5,6,7,8
114,1,1,1,2,3,4,5,6,7,8,9
115,1,1,1,2,3,4,5,6,7,8,9
116,1,1,2,1,2,3,4,5,6,7,8
117,0,0,0,0,0,0,1,1,1,2,3
118,1,1,2,3,4,5,6,7,8,9,10
119,1,1,2,1,2,3,4,5,6,7,8
120,1,1,2,1,1,2,0,0,0,1,1
121,1,1,2,1,2,3,4,5,6,7,8
122,1,1,2,1,2,3,4,5,6,7,8
123,1,1,1,2,3,4,5,6,5,6,7
124,1,1,1,2,3,4,5,6,5,6,2
125,1,2,3,4,5,6,7,8,9,10,11
126,1,1,1,2,3,4,5,6,5,6,2
127,1,1,2,1,2,3,4,5,6,7,8
128,1,2,3,4,5,6,7,8,9,10,11
129,1,2,3,4,5,6,7,8,9,10,11
130,1,2,3,4,5,6,7,8,9,10,11
131,1,1,2,1,2,3,4,5,6,7,8
132,1,1,1,2,3,4,5,6,5,6,7
133,1,1,1,2,3,4,5,6,5,6,2
134,1,1,2,1,1,2,3,3,3,4,5
135,1,1,2,1,1,2,3,3,3,4,5
136,1,2,3,4,5,6,7,8,9,10,11
137,1,1,2,1,2,3,4,5,6,7,8
138,1,1,2,1,2,3,4,5,6,7,8
139,1,1,2,1,2,3,4,5,6,7,8
140,1,1,2,1,2,3,4,5,6,7,8
141,1,1,2,1,2,3,4,5,6,7,8
142,1,1,2,1,2,3,4,5,6,7,8
143,1,1,1,2,3,4,5,6,7,8,9
144,1,1,1,2,3,4,5,6,5,6,7
145,1,1,1,2,3,4,5,6,5,6,2
146,1,1,1,2,3,4,5,6,5,6,7
147,1,1,2,1,2,3,4,5,6,7,8
148,1,1,1,2,3,4,5,6,7,8,9
149,1,1,2,1,2,3,4,5,6,7,8
150,1,1,2,1,2,3,4,5,6,7,8
151,1,1,1,2,3,4,5,6,5,6,2
152,0,0,0,0,0,1,2,2,2,3,4
153,1,1,2,3,4,5,6,7,8,9,10
154,1,1,1,2,3,4,5,6,7,8,9
155,1,1,2,1,2,3,4,5,6,7,8
156,1,1,1,2,3,4,5,6,5,6,7
157,1,1,2,3,4,5,6,7,8,9,10
158,1,1,2,1,2,3,4,5,6,7,8
159,0,0,0,0,0,1,2,2,2,3,4
160,1,1,2,1,2,3,4,5,6,7,8
161,1,1,1,2,3,4,5,6,5,6,7
162,1,1,1,2,3,4,5,6,5,6,7
163,1,1,1,2,3,4,5,6,5,6,7
164,1,2,3,4,5,6,7,8,9,10,11
165,1,1,2,1,2,3,4,5,6,7,8
166,1,1,1,2,3,4,5,6,7,8,9
167,1,2,3,4,5,6,7,8,9,10,11
168,1,1,1,2,3,4,5,6,5,6,7
169,1,1,2,1,2,3,4,5,6,7,8
170,1,1,2,1,2,3,4,5,6,7,8
171,1,2,3,4,5,6,7,4,4,5,6
172,1,1,2,1,2,3,4,5,6,7,8
173,0,0,0,0,0,0,1,1,1,2,3
174,1,1,2,1,2,3,4,5,6,7,8
175,1,1,2,3,4,5,6,7,8,9,10
176,1,2,3,4,5,6,7,8,9,10,11
177,1,1,2,1,2,3,4,5,6,7,8
178,1,2,3,4,5,6,7,4,4,5,6
179,1,1,2,1,2,3,4,5,6,7,8
180,1,2,3,4,5,6,7,8,9,10,11
181,1,1,1,2,3,4,5,6,5,6,7
182,1,2,3,4,5,6,7,8,9,10,11
183,1,1,2,3,4,5,6,7,8,9,10
184,1,1,1,2,3,4,5,6,5,0,0
185,1,2,3,4,5,6,7,4,4,5,6
186,1,2,3,4,5,6,7,8,9,10,11
187,1,1,1,2,3,4,5,6,5,6,2
188,1,2,3,4,5,6,7,8,9,10,11
189,1,1,1,2,3,4,5,6,7,8,9
190,1,1,2,1,2,3,4,5,6,7,8
191,1,2,3,4,5,6,7,8,9,10,11
192,1,1,2,1,2,3,4,5,6,7,8
193,1,1,2,1,2,3,4,5,6,7,8
194,1,2,3,4,5,6,7,8,9,10,11
195,1,2,3,4,5,6,7,4,4,5,6
196,1,2,3,4,5,6,7,4,4,5,6
197,1,2,3,4,5,6,7,4,4,5,6
198,1,1,2,1,2,3,4,5,6,7,8
199,1,1,1,2,3,4,5,6,5,6,7
200,1,2,3,4,5,6,7,8,9,10,11
201,1,1,2,1,2,3,4,5,6,7,8
202,1,1,1,2,3,4,5,6,7,8,9
203,1,1,2,1,2,3,4,5,6,7,8
204,1,1,1,2,3,4,5,6,7,8,9
205,1,1,1,2,3,4,5,6,7,8,9
206,0,0,0,0,0,0,1,1,1,2,3
207,1,1,1,2,3,4,5,6,7,8,9
208,1,1,2,1,1,2,3,3,3,4,5
209,1,1,1,2,3,4,5,6,5,6,7
210,1,1,1,2,3,4,5,6,5,6,7
211,1,1,1,2,3,4,5,6,5,6,7
212,1,1,2,1,2,3,4,5,6,7,8
213,1,1,2,1,2,3,4,5,6,7,8
214,1,1,2,1,2,3,4,5,6,7,8
215,1,1,2,1,2,3,4,5,6,7,8
216,1,1,2,1,2,3,4,5,6,7,8
217,1,1,2,1,2,3,4,5,6,7,8
218,1,1,1,2,3,4,5,6,5,6,2
219,1,1,2,1,2,3,4,5,6,7,8
220,1,1,2,1,1,2,3,3,3,4,5
221,1,1,2,1,2,3,4,5,6,7,8
222,1,1,1,2,3,4,5,6,5,6,7
223,1,1,1,2,3,4,5,6,5,6,7
224,1,1,2,1,2,3,4,5,6,7,8
225,1,1,2,1,2,3,4,5,6,7,8
226,1,1,2,1,2,3,4,5,6,7,8
227,1,1,2,1,2,3,4,5,6,7,8
228,1,1,2,1,2,3,4,5,6,7,8
229,0,0,0,0,0,0,1,1,1,2,3
230,1,1,1,2,3,4,5,6,5,6,7
231,1,2,3,4,5,6,7,8,9,10,11
232,1,2,3,4,5,6,7,4,4,5,6
233,1,1,1,2,3,4,5,6,5,6,7
234,1,1,2,1,2,3,4,5,6,7,8
235,1,1,1,2,3,4,5,6,5,6,2
236,1,1,2,1,2,3,4,5,6,7,8
237,0,0,0,0,0,0,1,1,1,2,3
238,1,1,2,1,2,3,4,5,6,7,8
239,1,1,2,3,4,5,6,7,8,9,10
240,1,1,2,1,2,3,4,5,6,7,8
241,1,1,2,1,2,3,4,5,6,7,8
242,1,1,2,1,2,3,4,5,6,7,8
243,1,1,2,1,2,3,4,5,6,7,8
244,1,2,3,4,5,6,7,4,4,5,6
245,1,1,2,1,2,3,4,5,6,7,8
246,1,1,2,3,4,5,6,7,8,9,10
247,1,1,2,1,2,3,4,5,6,7,8
248,1,1,2,1,2,3,4,5,6,7,8
249,0,0,0,0,0,0,1,1,1,2,3
250,1,1,1,2,3,4,5,6,7,8,9
251,1,2,3,4,5,6,7,8,9,10,11
252,1,1,2,1,1,2,3,3,3,4,5
253,1,1,2,1,1,2,3,3,3,4,5
254,1,2,3,4,5,6,7,8,9,10,11
255,1,1,1,2,3,4,5,6,7,8,9
256,1,1,2,1,2,3,4,5,6,7,8
257,0,0,0,0,0,1,2,2,2,3,4
258,0,0,0,0,0,1,2,2,2,3,4
259,1,1,1,2,3,4,5,6,5,6,7
260,1,1,2,1,2,3,4,5,6,7,8
261,1,1,1,2,3,4,5,6,7,8,9
262,1,1,2,1,2,3,4,5,6,7,8
263,1,1,1,2,3,4,5,6,5,6,7
264,1,1,2,1,2,3,4,5,6,7,8
265,1,1,2,1,2,3,4,5,6,7,8
266,0,0,0,0,0,0,1,1,1,2,3
267,1,1,2,1,2,3,4,5,6,7,8
268,1,1,1,2,3,4,5,6,5,6,2
269,1,2,3,4,5,6,7,8,9,10,11
270,1,1,1,2,3,4,5,6,5,6,2
271,1,1,1,2,3,4,5,6,5,6,7
272,1,1,2,1,2,3,4,5,6,7,8
273,1,1,2,1,2,3,4,5,6,7,8
274,1,1,2,1,2,3,4,5,6,7,8
275,1,1,2,1,2,3,4,5,6,7,8
276,1,1,2,1,2,3,4,5,6,7,8
277,1,1,2,1,2,3,4,5,6,7,8
278,1,1,2,1,2,3,4,5,6,7,8
279,1,1,2,1,2,3,4,5,6,7,8
280,1,1,2,1,1,2,3,3,3,4,5
281,1,2,3,4,5,6,7,8,9,10,11
282,1,1,1,2,3,4,5,6,5,6,7
283,1,1,1,2,3,4,5,6,5,6,7
284,1,2,3,4,5,6,7,8,9,10,11
285,1,2,3,4,5,6,7,4,4,5,6
286,1,1,1,2,3,4,5,6,5,6,7
287,1,1,2,3,4,5,6,7,8,9,10
288,1,1,2,1,2,3,4,5,6,7,8
289,1,1,1,2,3,4,5,6,7,8,9
290,1,2,3,4,5,6,7,8,9,10,11
291,1,1,1,2,3,4,5,6,7,8,9
292,1,1,2,3,4,5,6,7,8,9,10
293,1,2,3,4,5,6,7,8,9,10,11
294,1,2,3,4,5,6,7,8,9,10,11
295,1,1,2,1,2,3,4,5,6,7,8
296,1,1,1,2,3,4,5,6,5,6,2
297,1,1,1,2,3,4,5,6,5,6,7
298,0,0,0,0,0,0,1,1,1,2,3
299,1,1,2,1,2,3,4,5,6,7,8
300,1,1,2,1,2,3,4,5,6,7,8
301,1,1,1,2,3,4,5,6,5,6,2
302,0,0,0,0,0,1,2,2,2,3,4
303,0,0,0,0,0,0,1,1,1,2,3
304,1,1,2,1,2,3,4,5,6,7,8
305,1,1,1,2,3,4,5,6,5,6,7
306,1,1,1,2,3,4,5,6,5,6,7
307,1,2,3,4,5,6,7,8,9,10,11
308,1,1,1,2,3,4,5,6,5,6,2
309,1,1,1,2,3,4,5,6,5,6,7
310,1,2,3,4,5,6,7,8,9,10,11
311,1,1,1,2,3,4,5,6,5,6,2
312,1,1,2,1,2,3,4,5,6,7,8
313,1,2,3,4,5,6,7,8,9,10,11
314,0,0,0,0,0,0,1,1,1,2,3
315,1,1,2,1,2,3,4,5,6,7,8
316,1,2,3,4,5,6,7,8,9,10,11
317,0,0,0,0,0,1,2,2,2,3,4
318,1,1,2,3,4,5,6,7,8,9,10
319,1,2,3,4,5,6,7,8,9,10,11
320,1,1,2,1,2,3,4,5,6,7,8
321,1,1,2,1,2,3,4,5,6,7,8
322,1,1,1,2,3,4,5,6,5,6,7
323,1,1,2,1,2,3,4,5,6,7,8
324,0,0,0,0,0,1,2,2,2,3,4
325,1,2,3,4,5,6,7,8,9,10,11
326,1,2,3,4,5,6,7,4,4,5,6
327,1,2,3,4,5,6,7,8,9,10,11
328,0,0,0,0,0,0,1,1,1,2,3
329,1,2,3,4,5,6,7,8,9,10,11
330,1,1,1,2,3,4,5,6,5,0,0
331,1,2,3,4,5,6,7,8,9,10,11
332,1,2,3,4,5,6,7,8,9,10,11
333,0,0,0,0,0,0,1,1,1,2,3
334,1,2,3,4,5,6,7,8,9,10,11
335,1,1,1,2,3,4,5,6,7,8,9
336,1,1,2,1,2,3,4,5,6,7,8
337,0,0,0,0,0,0,1,1,1,2,3
338,1,1,2,3,4,5,6,7,8,9,10
339,1,1,2,1,2,3,4,5,6,7,8
340,1,1,2,1,1,2,0,0,0,1,1
341,1,1,2,1,2,3,4,5,6,7,8
342,1,1,1,2,3,4,5,6,5,6,7
343,1,2,3,4,5,6,7,8,9,10,11
344,1,2,3,4,5,6,7,8,9,10,11
345,1,1,2,1,2,3,4,5,6,7,8
346,1,1,2,1,2,3,4,5,6,7,8
347,1,1,2,3,4,5,6,7,8,9,10
348,1,1,1,2,3,4,5,6,5,6,7
349,1,2,3,4,5,6,7,8,9,10,11
350,1,1,1,2,3,4,5,6,7,8,9
351,1,1,1,2,3,4,5,6,5,6,7
352,1,1,2,1,2,3,4,5,6,7,8
353,1,2,3,4,5,6,7,4,4,5,6
354,0,0,0,0,0,0,1,1,1,2,3
355,1,1,2,1,2,3,4,5,6,7,8
356,1,1,2,3,4,5,6,7,8,9,10
357,1,1,2,1,2,3,4,5,6,7,8
358,1,1,2,3,4,5,6,7,8,9,10
359,1,1,1,2,3,4,5,6,5,6,2
360,1,2,3,4,5,6,7,4,4,5,6
361,0,0,0,0,0,0,1,1,1,2,3
362,1,1,2,1,2,3,4,5,6,7,8
363,1,1,1,2,3,4,5,6,5,6,7
364,1,1,2,1,2,3,4,5,6,7,8
365,1,1,2,1,2,3,4,5,6,7,8
366,1,1,2,1,2,3,4,5,6,7,8
367,1,1,2,1,2,3,4,5,6,7,8
368,0,0,0,0,0,0,1,1,1,2,3
369,1,2,3,4,5,6,7,8,9,10,11
370,0,0,0,0,0,0,1,1,1,2,3
371,1,1,2,1,2,3,4,5,6,7,8
372,1,1,2,3,4,5,6,7,8,9,10
373,1,1,2,1,2,3,4,5,6,7,8
374,1,1,1,2,3,4,5,6,7,8,9
375,1,2,3,4,5,6,7,8,9,10,11
376,1,1,1,2,3,4,5,6,7,8,9
377,1,1,2,1,2,3,4,5,6,7,8
378,0,0,0,0,0,1,2,2,2,3,4
379,0,0,0,0,0,1,2,2,2,3,4
380,1,1,1,2,3,4,5,6,5,6,7
381,1,1,2,1,1,2,3,3,3,4,5
382,1,2,3,4,5,6,7,8,9,10,11
383,1,1,1,2,3,4,5,6,5,6,7
384,1,1,1,2,3,4,5,6,5,6,7
385,1,2,3,4,5,6,7,8,9,10,11
386,1,2,3,4,5,6,7,4,4,5,6
387,1,1,1,2,3,4,5,6,5,6,7
388,1,1,2,3,4,5,6,7,8,9,10
389,1,1,2,1,2,3,4,5,6,7,8
390,1,1,1,2,3,4,5,6,7,8,9
391,1,2,3,4,5,6,7,8,9,10,11
392,1,1,1,2,3,4,5,6,7,8,9
393,1,1,2,3,4,5,6,7,8,9,10
394,1,2,3,4,5,6,7,8,9,10,11
395,1,2,3,4,5,6,7,8,9,10,11
