,K2,K3,K4,K5,K6,K7,K8,K9,K10,K11,K12
75,0,1,0,4,4,4,4,1,1,1,0
76,0,1,0,1,0,6,6,6,2,0,5
77,1,0,3,3,3,3,3,3,3,3,1
78,1,0,1,0,5,5,5,5,5,2,2
79,0,1,0,4,4,4,4,1,1,1,0
80,0,1,0,1,0,6,6,6,2,0,5
81,0,1,0,4,4,4,4,1,1,1,0
82,0,2,2,2,2,2,0,8,8,8,8
83,0,1,0,1,0,6,6,6,2,0,5
84,1,0,1,0,5,5,5,5,5,2,2
85,0,2,2,2,2,2,0,4,4,4,4
86,0,1,0,4,4,4,4,1,1,1,0
87,0,1,0,1,0,6,6,6,2,0,3
88,1,0,1,0,1,0,7,7,7,7,7
89,1,0,1,0,5,5,5,5,5,2,2
90,1,0,1,0,1,0,7,7,7,7,7
91,0,2,2,2,2,2,0,4,4,4,4
92,1,0,1,0,1,0,2,2,0,10,10
93,0,2,2,2,2,2,0,4,4,4,4
94,0,1,0,1,0,1,1,0,6,6,6
95,0,2,2,2,2,2,0,8,8,8,8
96,0,1,0,1,0,1,1,0,6,6,6
97,0,2,2,2,2,2,0,8,8,8,8
98,1,0,1,0,5,5,5,5,5,2,2
99,1,0,1,0,5,5,5,5,5,2,2
100,1,0,1,0,5,5,5,5,5,2,2
101,0,1,0,4,4,4,4,1,1,1,0
102,0,2,2,2,2,2,0,8,8,8,8
103,0,2,2,2,2,2,0,8,8,8,8
104,1,0,1,0,1,0,7,7,7,7,7
105,0,2,2,2,2,2,0,8,8,8,8
106,0,2,2,2,2,2,0,8,8,8,8
107,1,0,1,0,1,0,2,2,0,5,11
108,0,1,0,4,4,4,4,1,1,1,0
109,1,0,1,0,1,0,2,2,0,5,11
110,1,0,1,0,5,5,5,5,5,2,2
111,0,1,0,4,4,4,4,1,1,1,0
112,1,0,1,0,5,5,5,5,5,2,2
113,1,0,1,0,1,0,7,7,7,7,7
114,0,1,0,1,0,1,1,0,6,6,6
115,0,1,0,1,0,1,1,0,6,6,6
116,0,1,0,1,0,6,6,6,2,0,3
117,1,0,1,0,1,0,2,2,0,5,11
118,1,0,3,3,3,3,3,3,3,3,1
119,0,1,0,1,0,6,6,6,2,0,5
120,1,0,1,0,1,0,2,2,0,10,10
121,1,0,1,0,1,0,2,2,0,5,11
122,1,0,1,0,1,0,7,7,7,7,7
123,1,0,3,3,3,3,3,3,3,3,1
124,0,1,0,1,0,6,6,6,2,0,5
125,0,2,2,2,2,2,0,8,8,8,8
126,0,1,0,1,0,6,6,6,2,0,5
127,0,1,0,1,0,6,6,6,2,0,5
128,0,2,2,2,2,2,0,4,4,4,4
129,0,1,0,4,4,4,4,1,1,1,0
130,0,2,2,2,2,2,0,4,4,4,4
131,1,0,1,0,1,0,7,7,7,7,7
132,1,0,3,3,3,3,3,3,3,3,1
133,1,0,1,0,5,5,5,5,5,2,2
134,1,0,1,0,1,0,7,7,7,7,7
135,1,0,3,3,3,3,3,3,3,3,1
136,0,2,2,2,2,2,0,8,8,8,8
137,1,0,1,0,1,0,7,7,7,7,7
138,1,0,1,0,1,0,7,7,7,7,7
139,1,0,1,0,1,0,7,7,7,7,7
140,1,0,3,3,3,3,3,3,3,3,1
141,1,0,1,0,1,0,7,7,7,7,7
142,0,1,0,1,0,1,1,0,6,6,6
143,0,1,0,1,0,1,1,0,6,6,6
144,1,0,1,0,1,0,7,7,7,7,7
145,0,1,0,1,0,1,1,0,9,9,9
146,1,0,1,0,1,0,7,7,7,7,7
147,0,1,0,1,0,1,1,0,6,6,6
148,1,0,1,0,5,5,5,5,5,2,2
149,1,0,1,0,5,5,5,5,5,2,2
150,1,0,1,0,1,0,7,7,7,7,7
151,0,1,0,1,0,1,1,0,9,9,9
152,0,1,0,1,0,6,6,6,2,0,3
153,1,0,1,0,5,5,5,5,5,2,2
154,0,1,0,1,0,1,1,0,9,9,9
155,1,0,1,0,1,0,2,2,0,5,11
156,1,0,1,0,5,5,5,5,5,2,2
157,0,1,0,1,0,6,6,6,2,0,5
158,0,1,0,1,0,1,1,0,6,6,6
159,0,1,0,1,0,6,6,6,2,0,3
160,1,0,1,0,1,0,7,7,7,7,7
161,1,0,3,3,3,3,3,3,3,3,1
162,1,0,1,0,5,5,5,5,5,2,2
163,1,0,1,0,5,5,5,5,5,2,2
164,0,2,2,2,2,2,0,8,8,8,8
165,0,1,0,1,0,1,1,0,6,6,6
166,1,0,1,0,5,5,5,5,5,2,2
167,0,2,2,2,2,2,0,4,4,4,4
168,1,0,3,3,3,3,3,3,3,3,1
169,1,0,1,0,5,5,5,5,5,2,2
170,1,0,3,3,3,3,3,3,3,3,1
171,0,1,0,1,0,1,1,0,6,6,6
172,1,0,1,0,1,0,7,7,7,7,7
173,0,1,0,4,4,4,4,1,1,1,0
174,1,0,1,0,1,0,2,2,0,5,11
175,0,1,0,1,0,6,6,6,2,0,3
176,0,1,0,4,4,4,4,1,1,1,0
177,1,0,3,3,3,3,3,3,3,3,1
178,0,1,0,1,0,1,1,0,6,6,6
179,1,0,1,0,1,0,7,7,7,7,7
180,0,2,2,2,2,2,0,4,4,4,4
181,1,0,1,0,5,5,5,5,5,2,2
182,0,2,2,2,2,2,0,4,4,4,4
183,0,1,0,1,0,6,6,6,2,0,5
184,1,0,1,0,1,0,7,7,7,7,7
185,0,1,0,1,0,1,1,0,6,6,6
186,0,2,2,2,2,2,0,8,8,8,8
187,0,1,0,1,0,1,1,0,6,6,6
188,0,2,2,2,2,2,0,8,8,8,8
189,0,1,0,1,0,1,1,0,9,9,9
190,1,0,1,0,1,0,7,7,7,7,7
191,0,2,2,2,2,2,0,4,4,4,4
192,1,0,1,0,1,0,7,7,7,7,7
193,0,1,0,1,0,1,1,0,6,6,6
194,0,2,2,2,2,2,0,8,8,8,8
195,0,1,0,1,0,1,1,0,6,6,6
196,0,1,0,1,0,1,1,0,9,9,9
197,0,1,0,1,0,1,1,0,6,6,6
198,1,0,1,0,5,5,5,5,5,2,2
199,1,0,1,0,5,5,5,5,5,2,2
200,0,1,0,4,4,4,4,1,1,1,0
201,1,0,1,0,1,0,7,7,7,7,7
202,1,0,1,0,5,5,5,5,5,2,2
203,1,0,3,3,3,3,3,3,3,3,1
204,1,0,1,0,5,5,5,5,5,2,2
205,1,0,1,0,5,5,5,5,5,2,2
206,0,1,0,4,4,4,4,1,1,1,0
207,0,1,0,1,0,1,1,0,6,6,6
208,1,0,1,0,5,5,5,5,5,2,2
209,1,0,3,3,3,3,3,3,3,3,1
210,1,0,3,3,3,3,3,3,3,3,1
211,1,0,1,0,1,0,2,2,0,5,11
212,1,0,1,0,1,0,7,7,7,7,7
213,1,0,1,0,1,0,7,7,7,7,7
214,1,0,1,0,1,0,7,7,7,7,7
215,1,0,3,3,3,3,3,3,3,3,1
216,1,0,1,0,1,0,7,7,7,7,7
217,1,0,1,0,1,0,7,7,7,7,7
218,0,1,0,1,0,6,6,6,2,0,5
219,1,0,1,0,1,0,7,7,7,7,7
220,1,0,1,0,1,0,2,2,0,5,11
221,1,0,1,0,5,5,5,5,5,2,2
222,1,0,3,3,3,3,3,3,3,3,1
223,1,0,3,3,3,3,3,3,3,3,1
224,0,1,0,1,0,6,6,6,2,0,5
225,0,1,0,1,0,1,1,0,9,9,9
226,1,0,1,0,1,0,7,7,7,7,7
227,1,0,1,0,5,5,5,5,5,2,2
228,1,0,1,0,1,0,2,2,0,5,11
229,0,1,0,4,4,4,4,1,1,1,0
230,1,0,3,3,3,3,3,3,3,3,1
231,0,1,0,4,4,4,4,1,1,1,0
232,0,1,0,1,0,1,1,0,9,9,9
233,0,1,0,1,0,6,6,6,2,0,5
234,1,0,1,0,5,5,5,5,5,2,2
235,1,0,1,0,5,5,5,5,5,2,2
236,1,0,1,0,5,5,5,5,5,2,2
237,0,1,0,4,4,4,4,1,1,1,0
238,1,0,1,0,5,5,5,5,5,2,2
239,0,1,0,1,0,6,6,6,2,0,5
240,0,1,0,1,0,1,1,0,9,9,9
241,1,0,1,0,1,0,7,7,7,7,7
242,1,0,1,0,1,0,7,7,7,7,7
243,0,1,0,1,0,1,1,0,9,9,9
244,0,1,0,1,0,1,1,0,9,9,9
245,1,0,1,0,5,5,5,5,5,2,2
246,1,0,3,3,3,3,3,3,3,3,1
247,0,1,0,1,0,1,1,0,9,9,9
248,1,0,3,3,3,3,3,3,3,3,1
249,0,1,0,4,4,4,4,1,1,1,0
250,1,0,1,0,1,0,2,2,0,10,10
251,0,2,2,2,2,2,0,8,8,8,8
252,1,0,1,0,1,0,2,2,0,5,11
253,1,0,1,0,1,0,2,2,0,10,10
254,0,2,2,2,2,2,0,4,4,4,4
255,0,1,0,1,0,1,1,0,9,9,9
256,0,1,0,4,4,4,4,1,1,1,0
257,0,1,0,1,0,6,6,6,2,0,3
258,0,1,0,1,0,6,6,6,2,0,3
259,1,0,3,3,3,3,3,3,3,3,1
260,1,0,3,3,3,3,3,3,3,3,1
261,1,0,1,0,5,5,5,5,5,2,2
262,1,0,1,0,1,0,7,7,7,7,7
263,0,1,0,1,0,1,1,0,6,6,6
264,1,0,1,0,1,0,7,7,7,7,7
265,1,0,1,0,1,0,7,7,7,7,7
266,0,1,0,4,4,4,4,1,1,1,0
267,1,0,1,0,5,5,5,5,5,2,2
268,0,1,0,1,0,1,1,0,6,6,6
269,0,2,2,2,2,2,0,8,8,8,8
270,0,1,0,1,0,6,6,6,2,0,5
271,1,0,1,0,1,0,7,7,7,7,7
272,1,0,1,0,1,0,7,7,7,7,7
273,1,0,1,0,1,0,7,7,7,7,7
274,1,0,1,0,1,0,7,7,7,7,7
275,1,0,1,0,1,0,7,7,7,7,7
276,1,0,1,0,1,0,7,7,7,7,7
277,1,0,1,0,1,0,7,7,7,7,7
278,1,0,1,0,5,5,5,5,5,2,2
279,1,0,1,0,5,5,5,5,5,2,2
280,1,0,1,0,5,5,5,5,5,2,2
281,0,2,2,2,2,2,0,4,4,4,4
282,1,0,3,3,3,3,3,3,3,3,1
283,1,0,3,3,3,3,3,3,3,3,1
284,0,2,2,2,2,2,0,4,4,4,4
285,0,1,0,1,0,1,1,0,6,6,6
286,1,0,3,3,3,3,3,3,3,3,1
287,1,0,3,3,3,3,3,3,3,3,1
288,1,0,3,3,3,3,3,3,3,3,1
289,0,1,0,1,0,1,1,0,9,9,9
290,0,2,2,2,2,2,0,4,4,4,4
291,0,1,0,1,0,1,1,0,6,6,6
292,1,0,3,3,3,3,3,3,3,3,1
293,0,2,2,2,2,2,0,8,8,8,8
294,0,1,0,4,4,4,4,1,1,1,0
295,0,1,0,1,0,1,1,0,6,6,6
296,0,1,0,1,0,1,1,0,6,6,6
297,1,0,3,3,3,3,3,3,3,3,1
298,0,1,0,1,0,1,1,0,6,6,6
299,1,0,3,3,3,3,3,3,3,3,1
300,0,1,0,4,4,4,4,1,1,1,0
301,1,0,1,0,5,5,5,5,5,2,2
302,0,1,0,1,0,6,6,6,2,0,3
303,0,1,0,1,0,1,1,0,6,6,6
304,1,0,3,3,3,3,3,3,3,3,1
305,1,0,1,0,1,0,2,2,0,5,11
306,1,0,3,3,3,3,3,3,3,3,1
307,0,1,0,4,4,4,4,1,1,1,0
308,1,0,1,0,5,5,5,5,5,2,2
309,1,0,1,0,5,5,5,5,5,2,2
310,0,1,0,1,0,1,1,0,9,9,9
311,0,1,0,1,0,1,1,0,6,6,6
312,0,1,0,1,0,1,1,0,6,6,6
313,0,2,2,2,2,2,0,4,4,4,4
314,0,1,0,4,4,4,4,1,1,1,0
315,0,1,0,1,0,6,6,6,2,0,3
316,0,2,2,2,2,2,0,8,8,8,8
317,0,1,0,1,0,6,6,6,2,0,3
318,1,0,3,3,3,3,3,3,3,3,1
319,0,1,0,4,4,4,4,1,1,1,0
320,0,1,0,1,0,6,6,6,2,0,5
321,0,1,0,1,0,6,6,6,2,0,5
322,1,0,1,0,5,5,5,5,5,2,2
323,0,1,0,4,4,4,4,1,1,1,0
324,0,1,0,1,0,6,6,6,2,0,3
325,0,2,2,2,2,2,0,4,4,4,4
326,0,1,0,1,0,1,1,0,6,6,6
327,0,2,2,2,2,2,0,8,8,8,8
328,0,1,0,1,0,1,1,0,6,6,6
329,0,2,2,2,2,2,0,8,8,8,8
330,1,0,1,0,5,5,5,5,5,2,2
331,0,2,2,2,2,2,0,8,8,8,8
332,0,2,2,2,2,2,0,8,8,8,8
333,0,1,0,4,4,4,4,1,1,1,0
334,0,2,2,2,2,2,0,8,8,8,8
335,0,1,0,1,0,1,1,0,6,6,6
336,0,1,0,1,0,6,6,6,2,0,3
337,1,0,1,0,1,0,2,2,0,5,11
338,1,0,3,3,3,3,3,3,3,3,1
339,0,1,0,1,0,6,6,6,2,0,5
340,1,0,1,0,1,0,2,2,0,10,10
341,1,0,1,0,1,0,2,2,0,5,11
342,1,0,3,3,3,3,3,3,3,3,1
343,0,1,0,4,4,4,4,1,1,1,0
344,0,2,2,2,2,2,0,8,8,8,8
345,0,1,0,1,0,1,1,0,6,6,6
346,0,1,0,1,0,1,1,0,6,6,6
347,0,1,0,1,0,6,6,6,2,0,5
348,1,0,3,3,3,3,3,3,3,3,1
349,0,2,2,2,2,2,0,8,8,8,8
350,0,1,0,1,0,1,1,0,6,6,6
351,1,0,3,3,3,3,3,3,3,3,1
352,1,0,3,3,3,3,3,3,3,3,1
353,0,1,0,1,0,1,1,0,6,6,6
354,0,1,0,4,4,4,4,1,1,1,0
355,1,0,1,0,1,0,2,2,0,5,11
356,0,1,0,1,0,6,6,6,2,0,5
357,1,0,3,3,3,3,3,3,3,3,1
358,0,1,0,1,0,6,6,6,2,0,5
359,0,1,0,1,0,1,1,0,6,6,6
360,0,1,0,1,0,1,1,0,9,9,9
361,0,1,0,1,0,1,1,0,6,6,6
362,1,0,3,3,3,3,3,3,3,3,1
363,1,0,3,3,3,3,3,3,3,3,1
364,0,1,0,1,0,6,6,6,2,0,5
365,0,1,0,1,0,1,1,0,9,9,9
366,1,0,1,0,1,0,7,7,7,7,7
367,0,1,0,1,0,1,1,0,6,6,6
368,0,1,0,4,4,4,4,1,1,1,0
369,0,1,0,4,4,4,4,1,1,1,0
370,0,1,0,4,4,4,4,1,1,1,0
371,0,1,0,1,0,1,1,0,9,9,9
372,1,0,3,3,3,3,3,3,3,3,1
373,1,0,3,3,3,3,3,3,3,3,1
374,1,0,1,0,5,5,5,5,5,2,2
375,0,2,2,2,2,2,0,4,4,4,4
376,0,1,0,1,0,1,1,0,9,9,9
377,0,1,0,4,4,4,4,1,1,1,0
378,0,1,0,1,0,6,6,6,2,0,3
379,0,1,0,1,0,6,6,6,2,0,3
380,1,0,3,3,3,3,3,3,3,3,1
381,1,0,1,0,5,5,5,5,5,2,2
382,0,2,2,2,2,2,0,4,4,4,4
383,1,0,3,3,3,3,3,3,3,3,1
384,1,0,3,3,3,3,3,3,3,3,1
385,0,2,2,2,2,2,0,4,4,4,4
386,0,1,0,1,0,1,1,0,6,6,6
387,1,0,3,3,3,3,3,3,3,3,1
388,1,0,3,3,3,3,3,3,3,3,1
389,1,0,3,3,3,3,3,3,3,3,1
390,0,1,0,1,0,1,1,0,9,9,9
391,0,2,2,2,2,2,0,4,4,4,4
392,0,1,0,1,0,1,1,0,6,6,6
393,1,0,3,3,3,3,3,3,3,3,1
394,0,2,2,2,2,2,0,8,8,8,8
395,0,1,0,4,4,4,4,1,1,1,0
