,K2,K3,K4,K5,K6,K7,K8,K9,K10,K11,K12
133,0,1,1,3,4,5,4,4,4,5,6
134,0,1,0,3,4,5,4,4,4,5,6
135,0,1,1,3,4,5,4,4,4,5,6
136,1,2,3,4,5,6,6,6,6,7,8
137,0,1,2,2,3,0,3,1,1,1,5
138,0,1,0,3,4,5,4,4,4,5,6
139,0,1,2,2,3,0,0,0,0,0,1
140,0,1,0,3,4,0,4,4,4,5,6
141,0,1,2,3,4,0,0,4,4,5,1
142,0,0,1,0,1,3,1,2,2,2,2
143,0,0,1,0,1,3,1,2,2,2,2
144,0,1,2,2,3,0,3,0,0,0,5
145,0,0,1,0,1,3,1,2,2,3,3
146,0,1,2,2,3,0,3,0,0,0,5
147,0,0,1,0,1,3,1,2,2,2,2
148,0,1,2,2,3,0,0,0,0,0,1
149,0,1,0,3,0,1,4,4,4,5,6
150,0,1,2,2,3,2,0,1,1,1,1
151,0,0,1,0,1,3,1,2,2,2,2
152,0,0,0,1,0,1,5,5,5,3,3
153,0,1,0,3,4,0,4,4,4,5,6
154,0,0,1,0,1,3,7,8,8,9,10
155,0,1,0,3,4,5,5,5,5,6,7
156,0,1,2,3,4,5,4,4,4,5,6
157,0,1,0,1,0,1,2,3,3,4,4
158,0,0,1,0,1,3,1,2,2,2,2
159,0,0,1,0,1,3,1,2,2,2,2
160,0,1,0,3,4,2,4,1,1,1,0
161,0,1,0,3,4,5,4,4,4,5,6
162,0,1,2,2,3,5,3,4,4,5,5
163,0,1,0,3,0,1,4,4,4,5,6
164,1,2,3,1,2,4,2,3,3,4,4
165,0,0,1,0,1,3,5,5,5,6,7
166,0,0,1,0,1,3,1,2,2,2,2
167,1,2,3,4,5,6,6,6,6,7,8
168,0,0,0,0,0,1,5,5,5,6,7
169,0,1,0,2,0,2,5,1,1,1,0
170,0,1,2,3,4,2,4,1,1,1,0
171,0,0,1,0,1,3,1,2,2,2,2
172,0,1,2,2,3,2,3,1,1,1,0
173,0,1,0,1,0,1,2,3,3,3,3
174,0,1,0,3,4,5,4,4,4,5,6
175,0,0,1,0,1,3,5,5,5,3,3
176,0,0,0,1,0,1,5,5,5,3,3
177,0,1,0,3,4,5,4,4,4,5,6
178,0,0,1,0,1,3,7,8,8,9,10
179,0,1,2,2,3,2,0,1,1,1,1
180,1,2,3,4,5,6,6,6,9,10,11
181,0,1,2,2,3,2,3,1,1,1,0
182,1,2,3,4,5,6,6,6,6,7,8
183,0,0,0,0,0,1,1,2,2,2,2
184,0,1,2,2,3,2,3,0,0,0,0
185,0,0,1,0,1,3,7,8,8,9,10
186,1,2,3,4,5,6,6,6,6,7,8
187,0,0,0,1,0,1,2,3,3,4,4
188,1,2,3,4,5,6,6,6,6,7,8
189,0,0,1,1,2,4,7,8,8,9,10
190,0,1,2,2,3,0,0,0,0,0,1
191,1,2,3,4,5,6,6,6,6,7,8
192,0,1,2,2,3,2,0,1,1,1,0
193,0,0,1,0,1,3,1,2,2,2,2
194,1,2,3,4,5,6,6,6,6,7,8
195,0,0,1,0,1,3,7,8,8,9,10
196,0,0,1,0,1,3,7,8,8,9,10
197,0,0,1,0,1,3,1,2,2,3,3
198,0,0,0,0,0,1,5,5,5,6,7
199,0,1,2,2,3,0,3,4,4,5,5
200,1,2,3,1,2,4,2,3,9,10,11
201,0,1,2,3,4,0,0,0,0,0,1
202,0,1,0,3,4,0,4,4,4,5,6
203,0,1,0,3,4,5,4,4,4,5,6
204,0,1,0,3,4,0,4,4,4,5,6
205,0,1,0,3,0,0,4,4,4,5,6
206,1,2,0,1,2,4,2,3,3,4,4
207,1,0,1,1,2,4,2,3,3,3,3
208,0,1,0,3,0,1,5,5,5,6,7
209,0,0,1,0,1,3,5,5,5,6,7
210,0,1,0,3,4,5,4,4,4,5,6
211,0,1,2,3,4,5,4,4,4,5,6
212,0,1,2,3,4,5,0,4,4,5,1
213,0,1,2,2,3,0,0,0,0,0,1
214,0,1,2,3,4,5,0,4,4,5,1
215,0,1,0,3,4,5,5,5,5,6,7
216,0,1,2,2,3,2,0,1,1,1,1
217,0,1,2,2,3,0,0,0,0,0,1
218,0,0,1,0,1,3,1,2,2,2,2
219,0,0,1,0,1,3,1,2,2,2,2
220,0,0,0,0,0,1,5,5,5,3,3
221,0,1,2,3,4,5,4,4,4,5,6
222,0,1,0,1,0,1,5,5,5,3,3
223,0,1,0,1,2,4,5,5,5,6,7
224,0,1,0,3,0,1,5,5,5,6,7
225,0,0,0,1,0,0,5,5,5,6,7
226,0,1,2,3,4,5,4,4,4,5,6
227,0,1,0,1,2,4,2,3,3,4,4
228,0,1,0,3,0,1,5,5,5,6,7
229,0,0,1,1,2,4,2,3,3,4,4
230,0,1,0,1,0,1,2,3,3,4,4
231,0,2,0,1,2,4,2,3,9,10,11
232,0,0,1,0,1,3,7,8,8,9,10
233,0,0,1,0,1,3,5,5,5,6,7
234,0,0,2,2,3,0,3,5,5,6,5
235,0,0,1,0,1,3,1,2,2,2,2
236,0,1,0,3,4,5,4,4,4,5,6
237,0,0,0,1,0,1,2,3,3,4,4
238,0,0,1,0,1,3,1,2,2,2,2
239,0,1,2,3,4,5,4,4,4,5,6
240,0,0,1,0,1,3,1,2,2,2,2
241,0,1,2,2,3,2,0,1,1,1,1
242,0,1,2,2,3,0,0,0,0,0,1
243,0,0,1,0,1,3,7,8,8,9,10
244,0,0,1,0,1,3,7,8,8,9,10
245,0,1,2,2,3,1,3,5,5,6,5
246,0,1,0,3,4,5,4,4,4,5,6
247,0,0,1,1,2,4,7,8,8,9,10
248,0,1,0,3,4,5,4,4,4,5,6
249,1,2,0,1,2,4,2,3,3,4,4
250,0,0,2,2,3,2,3,7,7,8,9
251,1,2,0,1,2,4,2,3,3,4,4
252,0,1,2,2,3,2,3,7,7,8,9
253,0,1,2,3,4,5,0,7,7,8,9
254,1,2,3,4,5,6,6,6,6,7,8
255,0,0,1,0,1,3,7,8,8,9,10
256,1,0,0,1,2,4,2,3,3,4,4
257,0,0,0,1,2,4,7,8,8,9,10
258,0,0,0,0,0,1,5,5,5,3,3
259,0,1,0,3,4,5,5,5,5,6,7
260,0,1,0,3,4,5,4,4,4,5,6
261,0,1,1,3,4,5,4,4,4,5,6
262,0,1,2,2,3,0,3,0,0,0,5
263,0,0,0,0,0,1,5,5,5,6,7
264,0,1,2,2,3,2,3,1,1,1,5
265,0,1,2,2,3,2,0,1,1,1,0
266,1,0,1,1,2,4,2,3,3,4,4
267,0,1,2,2,3,2,3,1,1,1,0
268,0,0,1,0,1,3,5,5,5,6,7
269,1,2,3,4,5,6,6,6,6,7,8
270,0,0,1,0,1,3,1,2,2,2,2
271,0,1,2,2,3,2,3,0,0,0,5
272,0,1,2,2,3,2,3,1,1,1,0
273,0,1,2,3,4,2,4,1,1,1,0
274,0,1,2,2,3,2,3,1,1,1,0
275,0,1,2,2,3,2,0,0,0,0,1
276,0,1,2,3,4,2,4,1,1,1,0
277,0,1,0,3,4,5,4,4,4,5,6
278,0,1,1,3,4,5,4,4,4,5,6
279,0,1,2,2,3,2,3,1,1,1,0
280,0,0,0,0,0,1,1,2,2,3,3
281,1,2,3,4,5,6,6,6,6,7,8
282,0,1,0,3,4,5,4,4,4,5,6
283,0,0,0,1,2,4,2,3,3,4,4
284,1,2,3,4,5,6,6,6,6,7,8
285,0,0,1,0,1,3,7,8,8,9,10
286,0,1,0,1,0,1,2,3,3,4,4
287,0,1,0,3,4,5,4,4,4,5,6
288,0,1,0,3,4,5,4,4,4,3,3
289,0,0,1,1,2,4,2,3,3,4,4
290,1,2,3,4,5,6,6,6,6,7,8
291,0,0,1,0,1,3,1,2,2,2,2
292,0,1,0,1,2,4,0,3,3,4,1
293,1,2,3,4,5,6,6,6,6,7,8
294,1,2,0,1,2,4,2,3,9,10,11
295,0,0,1,0,1,3,1,2,2,2,2
296,0,0,1,0,1,3,1,2,2,2,2
297,0,1,0,3,4,5,4,4,4,5,6
298,0,1,0,1,0,1,5,5,5,3,3
299,0,1,0,3,4,5,4,4,4,5,6
300,0,0,0,1,2,4,2,3,3,4,4
301,0,0,0,0,0,1,5,5,5,3,3
302,0,0,0,1,2,4,2,3,3,4,4
303,0,0,1,0,1,3,1,2,2,3,3
304,0,1,0,3,4,5,4,4,4,5,6
305,0,1,0,3,4,5,4,4,4,5,6
306,0,1,0,3,4,5,4,4,4,5,6
307,1,2,3,1,2,4,2,3,3,4,4
308,0,0,1,0,1,3,1,2,2,2,2
309,0,1,2,2,3,0,3,0,0,0,5
310,1,2,3,1,2,4,2,3,3,4,4
311,0,0,1,0,1,3,1,2,2,2,2
312,0,0,1,0,1,3,1,2,2,2,2
313,1,2,3,4,5,6,6,6,6,7,8
314,1,2,0,1,2,4,2,3,3,3,3
315,0,1,0,1,0,1,2,3,3,4,4
316,1,2,3,4,5,6,6,6,6,7,8
317,0,0,0,1,2,4,2,3,3,4,4
318,0,1,0,3,4,5,4,4,4,5,6
319,0,2,0,1,2,4,2,3,9,10,11
320,0,1,0,3,0,1,5,5,5,6,7
321,0,0,1,0,1,3,5,5,5,3,3
322,0,1,2,2,3,0,3,0,0,0,5
323,0,1,0,1,0,1,2,3,3,3,3
324,0,0,0,0,0,1,5,5,5,6,7
325,1,2,3,4,5,6,6,6,6,7,8
326,0,0,1,0,1,3,1,2,2,2,2
327,1,2,3,4,5,6,6,6,6,7,8
328,0,0,1,0,1,3,5,5,5,3,3
329,1,2,3,4,5,6,6,6,6,7,8
330,0,1,2,2,3,0,3,0,0,0,5
331,1,2,3,4,5,6,6,6,6,7,8
332,1,2,3,4,5,6,6,6,6,7,8
333,0,0,0,1,2,4,2,3,3,4,4
334,1,2,3,4,5,6,6,6,6,7,8
335,0,0,1,0,1,3,1,2,2,2,2
336,0,1,0,1,0,1,5,5,5,6,7
337,0,0,1,0,1,3,1,2,2,2,2
338,0,1,0,3,4,5,5,5,5,6,7
339,0,0,0,1,0,1,5,5,5,6,7
340,0,1,2,3,4,5,4,7,7,8,9
341,0,1,2,2,3,2,3,1,1,1,5
342,0,1,0,1,0,1,5,5,5,6,7
343,1,2,3,4,5,6,6,6,9,10,11
344,1,2,3,4,5,6,6,6,6,7,8
345,0,0,1,0,1,3,1,2,2,2,2
346,0,0,1,0,1,3,1,2,2,2,2
347,0,1,0,3,4,5,4,4,4,5,6
348,0,1,0,3,4,5,4,4,4,5,6
349,1,2,3,4,5,6,6,6,6,7,8
350,0,0,1,0,1,3,1,2,2,2,2
351,0,1,0,3,0,1,5,5,5,6,7
352,0,1,0,3,4,5,4,4,4,5,6
353,0,0,1,0,1,3,1,2,2,2,2
354,0,0,0,1,2,4,2,3,3,4,4
355,0,1,0,3,4,5,4,4,4,5,6
356,0,0,1,0,1,3,5,5,5,6,7
357,0,1,0,3,4,5,4,4,4,5,6
358,0,0,0,1,2,4,2,3,3,4,4
359,0,0,1,0,1,3,1,2,2,2,2
360,0,0,1,0,1,3,7,8,8,9,10
361,0,0,1,1,2,4,2,3,3,3,3
362,0,1,0,3,4,5,4,4,4,5,6
363,0,1,0,3,4,5,4,4,4,5,6
364,0,1,0,1,0,1,5,5,5,6,7
365,0,0,0,1,0,1,2,3,3,4,4
366,0,1,0,3,4,5,4,4,4,5,6
367,0,0,1,0,1,3,1,2,2,2,2
368,0,0,0,1,2,4,2,3,3,4,4
369,1,2,3,1,2,4,2,3,9,10,11
370,0,0,0,1,2,4,2,3,3,4,4
371,0,0,1,0,1,3,1,2,2,2,2
372,0,1,0,3,4,5,4,4,4,5,6
373,0,1,0,3,4,5,4,4,4,5,6
374,0,0,2,2,3,2,3,1,1,1,5
375,1,2,3,4,5,6,6,6,6,7,8
376,0,0,1,0,1,3,7,8,8,9,10
377,0,0,0,1,2,4,2,3,3,4,4
378,0,0,0,1,0,1,7,8,8,9,10
379,0,0,0,1,0,1,5,5,5,6,7
380,0,1,0,3,4,5,4,4,4,5,6
381,0,0,0,1,0,1,5,5,5,6,7
382,1,2,3,4,5,6,6,6,6,7,8
383,0,1,0,3,4,5,4,4,4,5,6
384,0,0,0,1,0,1,2,3,3,4,4
385,1,2,3,4,5,6,6,6,6,7,8
386,0,0,1,0,1,3,1,2,2,2,2
387,0,0,0,1,0,1,2,3,3,4,4
388,0,1,0,3,4,5,4,4,4,5,6
389,0,1,0,1,0,1,5,5,5,6,7
390,0,0,0,1,2,4,2,3,3,4,4
391,1,2,3,4,5,6,6,6,6,7,8
392,0,0,1,0,1,3,1,2,2,2,2
393,0,1,0,1,2,4,5,5,5,6,7
394,1,2,3,4,5,6,6,6,6,7,8
395,1,2,0,1,2,4,2,3,3,4,4
